loan_id,update_month,reported_balance,reported_status,reported_interest_rate,update_source,update_timestamp
LN100875,2025-02,260984.25,CURRENT,5.914,SERVICER_PORTAL,2024-12-04
LN106542,2023-06,186181.06,DPD60,4.904,MANUAL_ENTRY,2023-05-11
LN104498,2022-09,265891.44,CURRENT,4.177,MONTHLY_TAPE,2022-05-18
LN107204,2023-01,418404.18,DPD90,4.078,SERVICER_PORTAL,2022-12-16
LN106700,2025-02,134317.69,CURRENT,6.25,MONTHLY_TAPE,2025-02-25
LN103321,2025-05,398684.06,CURRENT,4.474,SERVICER_PORTAL,2025-03-25
LN106884,2023-12,189215.25,CURRENT,3.946,SERVICER_PORTAL,2023-09-19
LN104491,2022-08,575137.82,CURRENT,4.973,MANUAL_ENTRY,2022-07-16
LN106369,2023-11,125704.15,CURRENT,3.557,SERVICER_PORTAL,2023-07-08
LN106613,2022-09,189763.04,CURRENT,4.461,SERVICER_PORTAL,2022-07-15
LN107601,2023-05,254229.8,CURRENT,4.108,SERVICER_PORTAL,2023-01-10
LN101675,2024-12,282426.21,CURRENT,5.758,MONTHLY_TAPE,2024-09-24
LN107226,2022-08,148456.26,CURRENT,3.798,SERVICER_PORTAL,2022-04-23
LN103316,2023-11,270739.02,CURRENT,6.505,SERVICER_PORTAL,2023-07-10
LN101917,2023-10,226000.22,CURRENT,6.327,MONTHLY_TAPE,2023-07-06
LN105471,2024-05,79829.42,CURRENT,6.959,SERVICER_PORTAL,2024-01-13
LN107153,2025-12,481147.3,CURRENT,6.717,SERVICER_PORTAL,2025-10-08
LN108129,2024-02,292702.45,CURRENT,3.572,SERVICER_PORTAL,2024-01-11
LN106650,2022-08,341208.64,CURRENT,4.694,MONTHLY_TAPE,2022-08-16
LN103413,2024-02,342391.04,DPD30,3.206,SERVICER_PORTAL,2024-01-18
LN106014,2025-08,393585.81,DPD30,6.018,MONTHLY_TAPE,2025-07-07
LN107371,2023-05,110812.13,CURRENT,3.993,SERVICER_PORTAL,2023-04-24
LN104604,2023-12,496456.16,CURRENT,4.229,SERVICER_PORTAL,2023-08-23
LN104258,2025-04,592417.95,DPD60,6.42,MONTHLY_TAPE,2025-02-06
LN101905,2022-12,282906.35,DPD60,5.007,SERVICER_PORTAL,2022-12-12
LN103825,2024-10,271081.47,CURRENT,6.643,SERVICER_PORTAL,2024-09-15
LN104770,2023-04,585381.52,CURRENT,5.703,MONTHLY_TAPE,2023-03-19
LN101538,2025-07,386739.58,DPD30,7.016,MONTHLY_TAPE,2025-07-24
LN101119,2024-07,277094.24,CURRENT,6.794,MANUAL_ENTRY,2024-06-21
LN103842,2023-10,547398.64,DPD60,5.958,MANUAL_ENTRY,2023-07-16
LN108755,2023-05,0.0,DPD30,5.106,MANUAL_ENTRY,2023-05-08
LN107065,2025-01,397833.23,CURRENT,6.185,SERVICER_PORTAL,2024-10-20
LN103696,2023-07,298706.67,CURRENT,4.687,SERVICER_PORTAL,2023-04-07
LN107112,2025-07,114305.04,CURRENT,6.902,MANUAL_ENTRY,2025-07-08
LN101744,2023-08,578520.35,CURRENT,5.244,SERVICER_PORTAL,2023-07-16
LN104446,2022-11,264116.88,CURRENT,5.906,SERVICER_PORTAL,2022-09-02
LN107284,2024-02,389875.63,CURRENT,3.349,MONTHLY_TAPE,2024-01-09
LN104471,2024-08,206210.67,CURRENT,6.489,MANUAL_ENTRY,2024-05-19
LN107142,2025-05,27567238.76,DPD60,6.452,SERVICER_PORTAL,2025-01-25
LN104043,2025-11,84683.11,CURRENT,3.382,MONTHLY_TAPE,2025-07-02
LN107934,2025-09,133906.92,CURRENT,6.219,SERVICER_PORTAL,2025-08-16
LN100137,2023-12,232692.57,CURRENT,3.583,MANUAL_ENTRY,2023-08-01
LN102707,2025-11,170214.48,CURRENT,6.18,SERVICER_PORTAL,2025-11-17
LN101350,2022-08,374621.44,CURRENT,3.252,MONTHLY_TAPE,2022-07-27
LN103216,2022-10,355742.5,DPD60,4.308,MANUAL_ENTRY,2022-07-25
LN107061,2023-10,329002.89,CURRENT,4.04,MONTHLY_TAPE,2023-10-27
LN100703,2022-04,133702.19,CURRENT,4.539,SERVICER_PORTAL,2022-03-10
LN106082,2024-02,242256.71,CURRENT,4.757,SERVICER_PORTAL,2023-10-09
LN108127,2025-02,215350.89,CURRENT,6.419,SERVICER_PORTAL,2025-02-26
LN107758,2024-09,277995.75,CURRENT,7.23,MONTHLY_TAPE,2024-06-27
LN101693,2024-05,154616.55,CURRENT,5.446,SERVICER_PORTAL,2024-05-10
LN101851,2024-11,157587.66,CURRENT,4.071,MONTHLY_TAPE,2024-07-11
LN108777,2025-04,320560.14,CURRENT,6.169,MONTHLY_TAPE,2024-12-21
LN102114,2025-03,167061.49,DPD60,5.5,SERVICER_PORTAL,2025-01-05
LN101491,2024-10,160216.77,CURRENT,5.855,SERVICER_PORTAL,2024-09-14
LN106390,2025-10,287435.24,CURRENT,6.969,MONTHLY_TAPE,2025-07-09
LN108741,2022-11,126826.24,CURRENT,4.867,MONTHLY_TAPE,2022-09-27
LN105157,2022-01,283444.92,CURRENT,5.215,MONTHLY_TAPE,2021-10-09
LN105041,2022-03,256137.06,CURRENT,3.857,SERVICER_PORTAL,2021-12-06
LN107422,2024-06,325187.99,CURRENT,4.72,MANUAL_ENTRY,2024-06-21
LN100800,2022-03,0.0,PREPAID,4.027,MONTHLY_TAPE,2022-01-09
LN108645,2024-06,269036.34,CURRENT,7.196,SERVICER_PORTAL,2024-03-21
LN102216,2024-08,252685.0,CURRENT,5.428,MONTHLY_TAPE,2024-05-12
LN105844,2024-08,171046.55,CURRENT,6.688,SERVICER_PORTAL,2024-07-08
LN102344,2024-12,241927.39,CURRENT,6.023,SERVICER_PORTAL,2024-12-27
LN107393,2022-07,208124.5,CURRENT,4.613,MONTHLY_TAPE,2022-04-25
LN104900,2024-08,201981.83,CURRENT,5.13,MONTHLY_TAPE,2024-08-06
LN100204,2025-02,393195.99,CURRENT,6.573,SERVICER_PORTAL,2025-02-16
LN100389,2024-10,480801.77,CURRENT,3.756,SERVICER_PORTAL,2024-08-27
LN107920,2023-05,186051.09,CURRENT,4.993,MONTHLY_TAPE,2023-04-08
LN100373,2025-10,158131.89,CURRENT,5.064,SERVICER_PORTAL,2025-08-08
LN105695,2023-01,283109.2,CURRENT,3.83,SERVICER_PORTAL,2023-01-07
LN104613,2023-11,134425.07,CURRENT,5.805,SERVICER_PORTAL,2023-09-12
LN101449,2024-05,119700.67,CURRENT,4.013,SERVICER_PORTAL,2024-05-23
LN100262,2022-07,227959.23,CURRENT,4.618,SERVICER_PORTAL,2022-03-01
LN107894,2025-01,290064.78,CURRENT,7.381,MANUAL_ENTRY,2025-01-24
LN101531,2024-02,180398.5,DPD30,4.153,MONTHLY_TAPE,2024-01-21
LN105466,2023-02,138654.62,CURRENT,4.008,MANUAL_ENTRY,2022-10-07
LN100520,2022-12,134368.98,CURRENT,4.936,MANUAL_ENTRY,2022-12-07
LN104300,2024-11,108034.68,CURRENT,5.404,SERVICER_PORTAL,2024-07-17
LN100784,2025-01,303874.26,CURRENT,6.496,MANUAL_ENTRY,2025-01-01
LN101973,2025-06,321351.07,CURRENT,5.013,MONTHLY_TAPE,2025-06-26
LN102469,2023-05,153069.83,CURRENT,4.159,MONTHLY_TAPE,2023-03-22
LN107566,2024-05,420495.26,CURRENT,5.834,SERVICER_PORTAL,2024-05-20
LN102216,2024-12,233209.74,CURRENT,5.408,MONTHLY_TAPE,2024-11-25
LN105694,2024-10,748075.44,CURRENT,6.988,SERVICER_PORTAL,2024-06-02
LN101888,2024-01,195995.06,CURRENT,4.12,MANUAL_ENTRY,2023-12-05
LN103681,2025-11,422573.67,CURRENT,3.75,MANUAL_ENTRY,2025-10-18
LN108995,2023-04,277242.57,CURRENT,5.886,MANUAL_ENTRY,2023-02-08
LN107826,2023-12,231459.58,CURRENT,4.73,SERVICER_PORTAL,2023-08-06
LN102528,2021-11,436914.92,CURRENT,3.842,MANUAL_ENTRY,2021-11-20
LN105194,2024-09,163148.85,CURRENT,5.852,MONTHLY_TAPE,2024-07-07
LN101004,2022-03,233506.64,DPD60,4.745,SERVICER_PORTAL,2021-11-24
LN108520,2024-02,190692.23,CURRENT,6.08,MONTHLY_TAPE,2024-02-06
LN100927,2025-10,288227.82,CURRENT,4.694,SERVICER_PORTAL,2025-10-08
LN100645,2023-06,408645.92,CURRENT,4.681,MONTHLY_TAPE,2023-03-09
LN101931,2024-01,406137.81,CURRENT,6.081,SERVICER_PORTAL,2023-10-20
LN104296,2024-02,104419.04,DPD30,5.779,MONTHLY_TAPE,2023-12-11
LN101905,2024-02,294752.11,CURRENT,4.286,SERVICER_PORTAL,2023-12-16
LN104060,2022-08,278754.75,CURRENT,3.67,MONTHLY_TAPE,2022-07-05
LN104789,2025-12,210859.57,CURRENT,7.401,SERVICER_PORTAL,2025-08-11
LN107927,2022-09,164873.05,CURRENT,4.393,SERVICER_PORTAL,2022-08-13
LN101237,2022-06,199068.41,CURRENT,3.684,MONTHLY_TAPE,2022-04-02
LN107698,2025-05,298429.27,DPD60,4.003,SERVICER_PORTAL,2025-03-22
LN106114,2022-07,288044.26,CURRENT,4.373,SERVICER_PORTAL,2022-07-18
LN101778,2022-07,250634.66,CURRENT,4.747,SERVICER_PORTAL,2022-07-08
LN105693,2023-11,139024.05,CURRENT,4.628,MONTHLY_TAPE,2023-08-07
LN105376,2023-04,671084.34,CURRENT,3.907,MONTHLY_TAPE,2023-02-18
LN107989,2025-09,211034.98,CURRENT,5.051,SERVICER_PORTAL,2025-05-16
LN102313,2023-08,150213.26,CURRENT,4.636,MANUAL_ENTRY,2023-08-04
LN104210,2024-08,188164.51,CURRENT,4.146,MONTHLY_TAPE,2024-05-15
LN100087,2024-05,339380.7,CURRENT,4.467,MONTHLY_TAPE,2024-03-06
LN108475,2024-10,263077.15,DPD30,7.824,SERVICER_PORTAL,2024-09-14
LN101394,2023-10,402762.51,CURRENT,5.863,MONTHLY_TAPE,2023-08-10
LN100309,2025-06,223073.3,CURRENT,4.073,SERVICER_PORTAL,2025-06-11
LN102240,2023-10,605707.2,CURRENT,4.098,MONTHLY_TAPE,2023-09-26
LN107117,2025-02,241031.71,CURRENT,6.607,MANUAL_ENTRY,2024-11-11
LN106050,2024-06,257751.92,DPD30,5.036,SERVICER_PORTAL,2024-03-07
LN100153,2023-01,515575.73,CURRENT,5.424,SERVICER_PORTAL,2023-01-04
LN101607,2024-10,178649.45,CURRENT,6.94,MONTHLY_TAPE,2024-08-25
LN102079,2022-06,233382.8,CURRENT,3.724,MANUAL_ENTRY,2022-04-23
LN100990,2025-07,447141.4,CURRENT,5.642,MANUAL_ENTRY,2025-07-02
LN100514,2025-05,583051.67,CURRENT,7.005,MANUAL_ENTRY,2025-02-03
LN105450,2022-09,194238.39,CURRENT,5.42,MANUAL_ENTRY,2022-09-25
LN102929,2024-02,427164.38,CURRENT,6.13,SERVICER_PORTAL,2023-11-17
LN107633,2024-09,288626.77,CURRENT,5.194,MANUAL_ENTRY,2024-07-21
LN103105,2023-10,201806.86,DPD60,4.638,SERVICER_PORTAL,2023-06-18
LN103734,2023-05,180845.45,CURRENT,4.14,MANUAL_ENTRY,2023-04-14
LN101858,2025-09,529163.48,CURRENT,6.607,MONTHLY_TAPE,2025-05-16
LN106057,2024-03,237320.58,CURRENT,7.174,MANUAL_ENTRY,2023-11-05
LN101413,2024-08,137502.64,CURRENT,6.852,MANUAL_ENTRY,2024-08-07
LN106697,2025-12,341902.35,DPD30,8.082,SERVICER_PORTAL,2025-09-03
LN100703,2024-04,129654.35,CURRENT,4.539,MONTHLY_TAPE,2024-01-11
LN106453,2023-11,282228.6,CURRENT,6.35,SERVICER_PORTAL,2023-11-01
LN103415,2024-03,307988.53,CURRENT,4.816,SERVICER_PORTAL,2023-11-11
LN102296,2025-01,113642.51,CURRENT,4.452,MONTHLY_TAPE,2024-12-01
LN100322,2025-05,273557.6,CURRENT,6.214,MONTHLY_TAPE,2025-04-10
LN102267,2024-03,540779.05,CURRENT,6.56,SERVICER_PORTAL,2023-11-09
LN108612,2022-12,407714.42,CURRENT,6.645,SERVICER_PORTAL,2022-10-17
LN103233,2021-07,229824.83,CURRENT,4.625,MONTHLY_TAPE,2021-07-13
LN103010,2024-11,197764.18,DPD30,4.842,SERVICER_PORTAL,2024-09-24
LN101457,2025-02,361207.86,CURRENT,6.983,SERVICER_PORTAL,2024-11-23
LN108768,2022-04,583038.2,CURRENT,3.854,SERVICER_PORTAL,2021-12-07
LN107866,2024-05,293736.67,CURRENT,6.162,MONTHLY_TAPE,2024-04-23
LN104441,2024-02,159306.56,CURRENT,5.499,MONTHLY_TAPE,2023-11-26
LN102852,2025-12,235476.66,CURRENT,3.822,MANUAL_ENTRY,2025-11-26
LN106521,2022-11,335386.43,CURRENT,3.694,SERVICER_PORTAL,2022-10-17
LN107809,2023-01,191112.92,CURRENT,5.651,MONTHLY_TAPE,2023-01-01
LN103402,2024-04,139489.02,CURRENT,3.953,MANUAL_ENTRY,2024-01-15
LN103387,2024-01,238503.04,DPD60,7.082,SERVICER_PORTAL,2023-09-20
LN103374,2024-12,317788.42,CURRENT,6.513,SERVICER_PORTAL,2024-11-23
LN107780,2024-06,213044.44,CURRENT,7.037,MONTHLY_TAPE,2024-04-18
LN102395,2024-01,542911.84,CURRENT,7.631,MONTHLY_TAPE,2024-01-01
LN100699,2023-10,580191.63,DPD30,4.577,SERVICER_PORTAL,2023-06-08
LN103776,2023-11,407890.13,DPD30,6.233,SERVICER_PORTAL,2023-09-09
LN102344,2025-07,-235395.23,CURRENT,6.023,SERVICER_PORTAL,2025-03-02
LN104032,2024-04,282543.95,DPD30,5.337,MANUAL_ENTRY,2024-03-02
LN108707,2025-01,272738.75,CURRENT,3.378,MANUAL_ENTRY,2024-11-11
LN104175,2023-03,429812.77,CURRENT,4.806,MONTHLY_TAPE,2023-02-25
LN108608,2024-07,161075.37,CURRENT,6.127,MONTHLY_TAPE,2024-05-01
LN105031,2025-12,284783.42,CURRENT,6.596,MANUAL_ENTRY,2025-09-07
LN104020,2024-01,215443.69,CURRENT,3.929,SERVICER_PORTAL,2023-09-05
LN108894,2025-09,395317.05,CURRENT,7.277,MONTHLY_TAPE,2025-06-26
LN104039,2023-10,219489.97,CURRENT,5.877,MONTHLY_TAPE,2023-07-03
LN108192,2023-11,261762.96,CURRENT,4.554,SERVICER_PORTAL,2023-08-13
LN100880,2023-03,252003.75,CURRENT,4.071,MONTHLY_TAPE,2022-12-25
LN103443,2022-08,319191.35,CURRENT,4.538,MANUAL_ENTRY,2022-07-24
LN106587,2025-09,299213.76,DPD30,5.578,SERVICER_PORTAL,2025-09-24
LN103203,2023-06,292812.83,CURRENT,4.243,SERVICER_PORTAL,2023-02-17
LN101203,2024-10,286826.02,CURRENT,6.128,SERVICER_PORTAL,2024-06-03
LN106101,2025-10,275267.55,CURRENT,6.11,SERVICER_PORTAL,2025-06-08
LN104899,2025-05,333066.28,CURRENT,6.221,SERVICER_PORTAL,2025-03-11
LN107679,2023-04,313647.33,CURRENT,4.878,MONTHLY_TAPE,2023-04-01
LN108882,2023-11,258372.42,CURRENT,5.037,SERVICER_PORTAL,2023-08-17
LN107259,2025-03,445384.72,CURRENT,3.739,SERVICER_PORTAL,2025-01-02
LN100168,2024-06,211121.39,CURRENT,4.93,MONTHLY_TAPE,2024-03-19
LN108317,2023-01,277563.43,CURRENT,5.541,MANUAL_ENTRY,2022-11-17
LN106846,2023-07,414048.48,CURRENT,4.013,SERVICER_PORTAL,2023-03-14
LN105289,2023-05,248937.02,CURRENT,4.462,MONTHLY_TAPE,2023-05-04
LN106868,2025-06,396424.9,CURRENT,6.246,SERVICER_PORTAL,2025-03-08
LN105101,2025-06,158247.87,CURRENT,6.593,MANUAL_ENTRY,2025-03-21
LN100200,2024-11,269701.29,CURRENT,4.927,SERVICER_PORTAL,2024-11-10
LN106565,2024-06,183212.53,CURRENT,5.168,MONTHLY_TAPE,2024-02-06
LN103923,2025-04,203798.61,CURRENT,5.389,SERVICER_PORTAL,2025-02-27
LN106121,2024-03,309616.38,CURRENT,6.358,MANUAL_ENTRY,2024-02-03
LN106417,2022-02,225290.06,CURRENT,3.92,SERVICER_PORTAL,2021-12-26
LN104547,2025-01,260509.2,CURRENT,6.439,SERVICER_PORTAL,2025-01-25
LN103991,2025-04,208273.96,CURRENT,6.298,MONTHLY_TAPE,2025-01-26
LN101196,2024-05,335459.04,CURRENT,6.727,SERVICER_PORTAL,2024-05-01
LN100630,2025-09,191470.46,CURRENT,7.009,SERVICER_PORTAL,2025-05-01
LN105957,2025-12,492129.42,CURRENT,6.995,MONTHLY_TAPE,2025-11-08
LN104396,2024-04,135913.65,CURRENT,5.245,MONTHLY_TAPE,2024-04-14
LN103311,2024-06,268087.28,CURRENT,5.064,MANUAL_ENTRY,2024-05-09
LN108618,2024-11,198658.65,CURRENT,4.301,MONTHLY_TAPE,2024-11-22
LN100146,2022-12,335950.11,CURRENT,3.542,MONTHLY_TAPE,2022-10-27
LN105405,2023-02,323472.56,CURRENT,5.305,SERVICER_PORTAL,2022-11-14
LN100548,2024-08,371407.34,DPD60,5.677,SERVICER_PORTAL,2024-06-21
LN108093,2025-05,194276.55,CURRENT,4.641,SERVICER_PORTAL,2025-05-20
LN104714,2022-08,361992.97,CURRENT,4.575,MONTHLY_TAPE,2022-06-12
LN107067,2024-04,271149.75,CURRENT,3.604,MANUAL_ENTRY,2024-03-27
LN106574,2024-05,671502.08,CURRENT,4.169,SERVICER_PORTAL,2024-05-12
LN105642,2024-10,689524.09,CURRENT,6.689,SERVICER_PORTAL,2024-06-24
LN106552,2024-02,402526.79,CURRENT,4.067,MONTHLY_TAPE,2024-02-10
LN106029,2022-08,265291.98,CURRENT,5.057,MONTHLY_TAPE,2022-05-04
LN105808,2024-07,230885.39,CURRENT,5.82,MONTHLY_TAPE,2024-07-04
LN101394,2023-08,355249.32,DPD60,6.197,SERVICER_PORTAL,2023-04-22
LN101449,2022-01,125263.09,CURRENT,4.013,SERVICER_PORTAL,2021-09-22
LN107723,2022-11,226309.91,CURRENT,3.738,MONTHLY_TAPE,2022-10-25
LN100391,2023-06,198442.69,CURRENT,4.212,SERVICER_PORTAL,2023-05-23
LN101045,2024-05,733027.53,DPD60,3.988,SERVICER_PORTAL,2024-01-13
LN108128,2022-03,323457.79,CURRENT,4.423,MONTHLY_TAPE,2022-02-22
LN101087,2025-09,128217.79,CURRENT,6.777,SERVICER_PORTAL,2025-06-27
LN104892,2023-01,375631.58,CURRENT,4.105,SERVICER_PORTAL,2022-09-18
LN102722,2025-06,152264.78,CURRENT,4.331,MANUAL_ENTRY,2025-06-25
LN106015,2023-12,205568.96,CURRENT,4.809,MONTHLY_TAPE,2023-12-03
LN104117,2023-03,303856.2,CURRENT,4.556,SERVICER_PORTAL,2023-03-08
LN107497,2022-11,125962.81,CURRENT,5.5,MONTHLY_TAPE,2022-08-11
LN108174,2022-06,99885.77,CURRENT,3.69,MONTHLY_TAPE,2022-05-06
LN104586,2023-02,114335.76,CURRENT,4.684,SERVICER_PORTAL,2022-12-03
LN105650,2025-08,230549.62,CURRENT,6.655,SERVICER_PORTAL,2025-04-15
LN107275,2022-06,242988.95,DPD30,5.583,MANUAL_ENTRY,2022-04-02
LN108558,2025-10,278602.38,CURRENT,6.393,MANUAL_ENTRY,2025-08-14
LN103998,2024-01,250414.0,CURRENT,6.35,MANUAL_ENTRY,2023-09-16
LN103735,2024-01,468549.82,CURRENT,4.767,MONTHLY_TAPE,2023-11-27
LN102061,2023-12,278438.51,CURRENT,6.294,SERVICER_PORTAL,2023-09-19
LN108981,2024-10,216431.47,CURRENT,6.681,SERVICER_PORTAL,2024-10-12
LN105464,2025-05,166742.24,CURRENT,5.426,MONTHLY_TAPE,2025-04-19
LN102079,2023-10,227734.66,CURRENT,3.724,SERVICER_PORTAL,2023-09-22
LN108911,2022-09,239803.42,CURRENT,5.705,SERVICER_PORTAL,2022-06-10
LN108101,2025-09,294555.21,CURRENT,6.09,SERVICER_PORTAL,2025-06-27
LN101148,2025-11,225892.75,CURRENT,6.413,MONTHLY_TAPE,2025-07-02
LN105105,2025-04,398500.21,CURRENT,6.066,SERVICER_PORTAL,2025-04-10
LN102075,2025-05,271541.01,CURRENT,5.642,SERVICER_PORTAL,2025-05-17
LN102352,2025-10,452089.34,CURRENT,6.002,SERVICER_PORTAL,2025-07-03
LN105746,2024-06,262026.46,CURRENT,6.996,SERVICER_PORTAL,2024-05-06
LN100862,2024-02,305989.36,CURRENT,4.68,SERVICER_PORTAL,2023-10-11
LN107989,2022-11,219007.8,CURRENT,5.051,MANUAL_ENTRY,2022-08-16
LN108337,2024-09,529788.67,CURRENT,6.413,SERVICER_PORTAL,2024-06-02
LN102223,2025-04,156807.82,CURRENT,6.544,SERVICER_PORTAL,2025-01-02
LN103046,2024-04,263379.66,CURRENT,6.549,SERVICER_PORTAL,2024-04-15
LN102945,2023-03,370720.1,CURRENT,4.206,MANUAL_ENTRY,2023-01-21
LN100413,2023-07,602310.39,CURRENT,3.624,SERVICER_PORTAL,2023-04-11
LN100657,2024-01,122473.16,CURRENT,5.968,SERVICER_PORTAL,2023-11-15
LN105992,2025-05,158865.32,CURRENT,6.005,MONTHLY_TAPE,2025-02-21
LN108294,2025-03,171846.97,CURRENT,4.441,MONTHLY_TAPE,2025-03-08
LN102475,2024-08,259051.91,CURRENT,6.506,MONTHLY_TAPE,2024-08-03
LN108630,2024-09,132510.73,CURRENT,5.211,SERVICER_PORTAL,2024-06-05
LN103114,2025-05,76098.38,CURRENT,5.524,MONTHLY_TAPE,2025-01-12
LN100037,2024-05,211718.09,CURRENT,6.386,MANUAL_ENTRY,2024-05-09
LN100303,2025-04,156893.13,CURRENT,6.405,MONTHLY_TAPE,2025-01-02
LN108639,2022-11,411422.24,CURRENT,5.253,MONTHLY_TAPE,2022-07-10
LN101522,2023-12,389808.33,CURRENT,5.052,SERVICER_PORTAL,2023-12-02
LN104897,2025-08,431194.6,CURRENT,5.662,MANUAL_ENTRY,2025-05-03
LN103005,2024-04,329046.66,CURRENT,5.303,MONTHLY_TAPE,2024-01-16
LN102443,2022-11,160100.39,CURRENT,4.327,SERVICER_PORTAL,2022-08-09
LN107334,2025-11,282731.17,CURRENT,4.693,MONTHLY_TAPE,2025-09-08
LN106034,2025-12,407909.91,DPD60,5.539,MANUAL_ENTRY,2025-09-20
LN106117,2023-10,384420.56,CURRENT,4.507,SERVICER_PORTAL,2023-07-05
LN101350,2025-10,347578.93,CURRENT,3.252,MANUAL_ENTRY,2025-09-20
LN101828,2025-09,131786.9,CURRENT,6.232,SERVICER_PORTAL,2025-05-19
LN101184,2023-02,237767.32,CURRENT,5.738,SERVICER_PORTAL,2023-02-07
LN100054,2024-08,321001.26,CURRENT,6.27,MANUAL_ENTRY,2024-08-26
LN100672,2024-10,298988.14,CURRENT,5.658,SERVICER_PORTAL,2024-09-09
LN103485,2024-03,355391.74,DPD30,4.566,SERVICER_PORTAL,2023-11-03
LN106849,2024-10,220185.29,CURRENT,3.995,MANUAL_ENTRY,2024-08-04
LN108307,2024-11,495087.39,CURRENT,4.598,MANUAL_ENTRY,2024-07-10
LN107610,2025-07,205256.37,CURRENT,4.504,SERVICER_PORTAL,2025-03-09
LN100186,2022-04,357438.64,CURRENT,4.586,MANUAL_ENTRY,2022-03-10
LN101490,2024-07,153389.89,CURRENT,5.285,SERVICER_PORTAL,2024-05-23
LN105709,2025-03,101699.85,CURRENT,6.988,MONTHLY_TAPE,2024-12-16
LN100945,2022-07,214681.36,CURRENT,4.387,SERVICER_PORTAL,2022-05-22
LN104014,2024-07,309818.87,CURRENT,5.052,SERVICER_PORTAL,2024-03-24
LN107864,2023-05,249748.23,CURRENT,4.265,SERVICER_PORTAL,2023-01-17
LN107106,2023-10,110638.78,CURRENT,3.559,SERVICER_PORTAL,2023-07-19
LN102674,2025-02,312960.88,CURRENT,7.054,MANUAL_ENTRY,2024-12-13
LN101384,2023-04,245903.5,CURRENT,5.355,MANUAL_ENTRY,2023-02-12
LN104438,2024-01,-408002.54,CURRENT,5.29,SERVICER_PORTAL,2023-12-25
LN107108,2024-08,152278.64,CURRENT,4.71,SERVICER_PORTAL,2024-05-22
LN101288,2022-02,273251.31,CURRENT,3.655,SERVICER_PORTAL,2021-10-06
LN104571,2022-11,427526.53,CURRENT,4.127,MONTHLY_TAPE,2022-10-14
LN102920,2024-02,254035.96,CURRENT,5.621,MONTHLY_TAPE,2023-10-06
LN107188,2023-04,228431.93,CURRENT,4.344,SERVICER_PORTAL,2023-02-04
LN107539,2025-04,333060.28,CURRENT,6.002,MONTHLY_TAPE,2024-12-10
LN106260,2025-07,203903.53,DPD60,4.202,SERVICER_PORTAL,2025-05-07
LN105271,2025-02,399991.24,CURRENT,5.651,MONTHLY_TAPE,2025-02-22
LN104555,2025-12,199976.67,CURRENT,4.185,SERVICER_PORTAL,2025-09-06
LN100402,2023-11,151998.57,CURRENT,5.328,MONTHLY_TAPE,2023-08-04
LN105412,2024-05,250785.22,CURRENT,5.775,SERVICER_PORTAL,2024-04-20
LN104450,2025-04,146555.65,CURRENT,6.789,MANUAL_ENTRY,2025-01-06
LN105676,2023-11,139737.39,CURRENT,6.332,SERVICER_PORTAL,2023-11-10
LN108985,2025-06,229835.39,CURRENT,5.445,MANUAL_ENTRY,2025-06-25
LN106616,2023-09,182961.84,CURRENT,6.423,SERVICER_PORTAL,2023-09-17
LN102137,2023-04,220156.55,CURRENT,3.613,MONTHLY_TAPE,2023-03-16
LN100644,2025-11,85782.46,CURRENT,7.309,SERVICER_PORTAL,2025-10-18
LN102404,2023-12,211304.81,CURRENT,5.555,SERVICER_PORTAL,2023-10-27
LN105521,2023-11,426371.67,CURRENT,6.387,MONTHLY_TAPE,2023-08-23
LN103940,2023-11,195458.86,CURRENT,5.847,SERVICER_PORTAL,2023-07-02
LN106667,2023-06,278419.04,CURRENT,4.285,MONTHLY_TAPE,2023-02-05
LN103534,2022-05,516332.43,CURRENT,5.083,SERVICER_PORTAL,2022-04-15
LN101671,2024-11,359738.42,CURRENT,6.164,MANUAL_ENTRY,2024-11-13
LN105484,2024-03,260386.35,CURRENT,6.284,SERVICER_PORTAL,2024-02-17
LN107432,2023-10,235559.38,CURRENT,6.155,MANUAL_ENTRY,2023-06-02
LN101897,2025-06,502855.84,DPD30,7.091,SERVICER_PORTAL,2025-05-05
LN107333,2025-09,303865.99,DPD30,5.222,SERVICER_PORTAL,2025-06-03
LN107911,2025-08,161499.22,CURRENT,5.83,SERVICER_PORTAL,2025-05-10
LN104434,2023-10,242015.93,CURRENT,6.07,SERVICER_PORTAL,2023-07-15
LN106014,2023-06,359802.71,CURRENT,5.659,MONTHLY_TAPE,2023-04-11
LN102879,2025-03,0.0,PREPAID,7.122,MONTHLY_TAPE,2025-02-02
LN102416,2023-09,310535.64,CURRENT,6.374,SERVICER_PORTAL,2023-05-05
LN108676,2024-12,133970.53,CURRENT,7.473,MANUAL_ENTRY,2024-11-15
LN100601,2024-03,178987.55,CURRENT,7.22,MONTHLY_TAPE,2024-01-06
LN102935,2022-05,321775.42,CURRENT,5.652,MANUAL_ENTRY,2022-05-22
LN100580,2021-11,285007.41,CURRENT,4.704,SERVICER_PORTAL,2021-08-06
LN104943,2024-12,324157.04,CURRENT,7.303,MONTHLY_TAPE,2024-08-25
LN108467,2024-06,280535.82,CURRENT,6.196,SERVICER_PORTAL,2024-06-04
LN108987,2023-11,215270.54,DPD30,4.402,MONTHLY_TAPE,2023-07-09
LN101129,2024-08,277168.19,DPD30,6.766,MONTHLY_TAPE,2024-07-05
LN106925,2024-03,716969.14,CURRENT,3.657,SERVICER_PORTAL,2023-11-01
