loan_id,origination_month,original_balance,interest_rate,original_term_months,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,vintage
LN105591,2023-07,164400.0,6.678,360,620-679,<=60,20-35,MI,CASHOUT_REFI,OWNER,SFR,DeltaHome,2023
LN105592,2023-05,175500.0,6.57,360,620-679,75-85,20-35,OH,REFINANCE,OWNER,SFR,AlphaServ,2023
LN105593,2023-09,302200.0,6.055,360,740-779,85-95,>43,FL,PURCHASE,SECOND_HOME,TOWNHOUSE,CasaMortgage,2023
LN105594,2024-06,561100.0,6.176,180,740-779,75-85,>43,IL,CASHOUT_REFI,OWNER,CONDO,CasaMortgage,2024
LN105595,2022-09,686300.0,5.091,360,740-779,75-85,20-35,AZ,PURCHASE,OWNER,SFR,EagleTrust,2022
LN105596,2023-05,159900.0,6.756,360,<620,60-75,>43,CA,CASHOUT_REFI,OWNER,SFR,AlphaServ,2023
LN105597,2023-11,195200.0,6.122,360,780+,75-85,35-43,NC,CASHOUT_REFI,OWNER,TOWNHOUSE,BetaLoan,2023
LN105598,2024-02,321900.0,7.213,360,<620,85-95,20-35,PA,PURCHASE,OWNER,SFR,DeltaHome,2024
LN105599,2024-03,431900.0,7.089,360,620-679,85-95,20-35,IL,CASHOUT_REFI,OWNER,SFR,BetaLoan,2024
LN105600,2022-09,96400.0,4.992,360,780+,<=60,20-35,WA,REFINANCE,INVESTOR,SFR,EagleTrust,2022
LN105601,2024-12,265500.0,6.007,180,740-779,75-85,35-43,TX,PURCHASE,OWNER,SFR,AlphaServ,2024
LN105602,2021-07,205000.0,3.429,360,780+,85-95,>43,NC,PURCHASE,OWNER,SFR,BetaLoan,2021
LN105603,2023-03,107400.0,5.926,360,740-779,75-85,35-43,NY,PURCHASE,OWNER,SFR,DeltaHome,2023
LN105604,2023-08,139800.0,6.059,360,740-779,75-85,35-43,FL,REFINANCE,SECOND_HOME,SFR,BetaLoan,2023
LN105605,2021-09,197700.0,3.992,360,680-739,>95,35-43,GA,PURCHASE,OWNER,MULTI_2_4,AlphaServ,2021
LN105606,2023-01,262100.0,5.701,360,680-739,85-95,20-35,GA,PURCHASE,OWNER,TOWNHOUSE,AlphaServ,2023
LN105607,2023-08,401800.0,6.351,360,780+,<=60,20-35,FL,PURCHASE,OWNER,CONDO,DeltaHome,2023
LN105608,2023-08,299400.0,5.826,180,780+,75-85,20-35,FL,PURCHASE,OWNER,TOWNHOUSE,AlphaServ,2023
LN105609,2021-11,391000.0,4.325,360,680-739,75-85,35-43,IL,PURCHASE,SECOND_HOME,CONDO,AlphaServ,2021
LN105610,2022-06,258300.0,5.009,360,680-739,85-95,35-43,WA,PURCHASE,OWNER,SFR,BetaLoan,2022
LN105611,2022-05,185900.0,5.05,360,680-739,60-75,<=20,MI,REFINANCE,OWNER,CONDO,EagleTrust,2022
LN105612,2023-09,235000.0,6.808,360,680-739,<=60,<=20,FL,PURCHASE,OWNER,MULTI_2_4,CasaMortgage,2023
LN105613,2022-08,349100.0,4.322,360,780+,75-85,20-35,FL,REFINANCE,OWNER,SFR,BetaLoan,2022
LN105614,2023-07,406200.0,7.523,360,<620,75-85,35-43,AZ,PURCHASE,OWNER,CONDO,EagleTrust,2023
LN105615,2024-01,238800.0,6.598,360,680-739,60-75,20-35,MI,PURCHASE,SECOND_HOME,CONDO,AlphaServ,2024
LN105616,2024-04,168000.0,5.918,360,780+,>95,20-35,GA,CASHOUT_REFI,OWNER,SFR,AlphaServ,2024
LN105617,2022-02,296900.0,4.63,240,680-739,60-75,>43,NC,PURCHASE,OWNER,SFR,BetaLoan,2022
LN105618,2024-08,316500.0,6.421,360,680-739,<=60,35-43,CA,PURCHASE,OWNER,CONDO,CasaMortgage,2024
LN105619,2022-01,444500.0,4.603,360,680-739,<=60,20-35,CA,PURCHASE,OWNER,SFR,DeltaHome,2022
LN105620,2021-07,188100.0,4.892,360,<620,60-75,35-43,FL,PURCHASE,OWNER,SFR,CasaMortgage,2021
LN105621,2021-08,189000.0,4.687,360,620-679,<=60,20-35,IL,PURCHASE,OWNER,SFR,CasaMortgage,2021
LN105622,2022-03,358700.0,5.082,360,620-679,75-85,35-43,NC,CASHOUT_REFI,OWNER,SFR,CasaMortgage,2022
LN105623,2024-07,212500.0,7.277,360,<620,<=60,20-35,MI,PURCHASE,OWNER,SFR,AlphaServ,2024
LN105624,2022-03,208500.0,4.694,180,620-679,75-85,20-35,AZ,REFINANCE,OWNER,SFR,DeltaHome,2022
LN105625,2023-12,448800.0,6.584,360,680-739,75-85,35-43,TX,PURCHASE,OWNER,SFR,CasaMortgage,2023
LN105626,2022-12,137700.0,6.52,360,<620,75-85,20-35,MI,PURCHASE,OWNER,MULTI_2_4,BetaLoan,2022
LN105627,2021-08,643900.0,3.713,360,780+,>95,35-43,WA,REFINANCE,OWNER,TOWNHOUSE,CasaMortgage,2021
LN105628,2023-01,193700.0,6.189,360,620-679,>95,20-35,TX,REFINANCE,OWNER,SFR,AlphaServ,2023
LN105629,2021-08,377000.0,3.937,360,680-739,75-85,<=20,CA,PURCHASE,OWNER,SFR,CasaMortgage,2021
LN105630,2023-02,243100.0,5.508,180,780+,60-75,>43,AZ,PURCHASE,OWNER,SFR,AlphaServ,2023
LN105631,2023-06,288400.0,6.326,360,620-679,85-95,20-35,CA,PURCHASE,OWNER,SFR,BetaLoan,2023
LN105632,2023-04,226800.0,5.905,240,680-739,60-75,20-35,NC,CASHOUT_REFI,OWNER,SFR,DeltaHome,2023
LN105633,2022-06,375300.0,4.205,360,780+,85-95,20-35,NY,REFINANCE,OWNER,SFR,AlphaServ,2022
LN105634,2024-03,218300.0,6.166,360,680-739,75-85,20-35,FL,CASHOUT_REFI,OWNER,SFR,BetaLoan,2024
LN105635,2023-08,197200.0,6.881,360,620-679,60-75,35-43,WA,PURCHASE,OWNER,SFR,CasaMortgage,2023
LN105636,2022-05,577200.0,4.314,360,740-779,75-85,20-35,FL,PURCHASE,SECOND_HOME,SFR,CasaMortgage,2022
LN105637,2023-01,258600.0,5.573,360,740-779,85-95,>43,NY,REFINANCE,OWNER,CONDO,AlphaServ,2023
LN105638,2021-11,188300.0,4.368,360,680-739,75-85,20-35,CA,CASHOUT_REFI,OWNER,SFR,BetaLoan,2021
LN105639,2024-09,130500.0,7.696,360,<620,85-95,20-35,TX,REFINANCE,OWNER,TOWNHOUSE,AlphaServ,2024
LN105640,2024-02,591000.0,7.631,240,<620,85-95,20-35,FL,PURCHASE,OWNER,SFR,DeltaHome,2024
LN105641,2022-07,199100.0,4.235,360,780+,75-85,<=20,GA,PURCHASE,OWNER,SFR,DeltaHome,2022
LN105642,2023-11,645500.0,6.366,180,680-739,60-75,<=20,CA,CASHOUT_REFI,SECOND_HOME,TOWNHOUSE,BetaLoan,2023
LN105643,2023-11,305400.0,6.616,180,620-679,75-85,20-35,FL,REFINANCE,OWNER,MULTI_2_4,EagleTrust,2023
LN105644,2023-08,272200.0,6.25,360,680-739,<=60,<=20,FL,CASHOUT_REFI,OWNER,CONDO,AlphaServ,2023
LN105645,2021-09,275500.0,3.897,360,780+,75-85,35-43,MI,REFINANCE,OWNER,SFR,CasaMortgage,2021
LN105646,2024-07,691900.0,7.548,360,<620,<=60,35-43,TX,PURCHASE,OWNER,SFR,AlphaServ,2024
LN105647,2024-11,95200.0,7.602,360,<620,>95,20-35,AZ,PURCHASE,OWNER,SFR,BetaLoan,2024
LN105648,2024-11,281100.0,6.283,360,680-739,85-95,20-35,WA,PURCHASE,OWNER,SFR,AlphaServ,2024
LN105649,2024-12,226500.0,6.458,240,680-739,60-75,35-43,TX,PURCHASE,INVESTOR,SFR,AlphaServ,2024
LN105650,2024-10,231900.0,6.655,360,680-739,85-95,<=20,FL,REFINANCE,OWNER,TOWNHOUSE,BetaLoan,2024
LN105651,2024-02,273000.0,5.906,360,780+,85-95,20-35,NC,PURCHASE,OWNER,SFR,CasaMortgage,2024
LN105652,2021-09,226400.0,4.993,360,<620,85-95,>43,TX,PURCHASE,OWNER,SFR,BetaLoan,2021
LN105653,2023-02,277800.0,6.116,360,680-739,60-75,20-35,PA,PURCHASE,INVESTOR,CONDO,EagleTrust,2023
LN105654,2022-05,252600.0,4.948,360,680-739,75-85,<=20,WA,CASHOUT_REFI,OWNER,SFR,DeltaHome,2022
LN105655,2022-04,141300.0,4.748,240,680-739,75-85,20-35,GA,REFINANCE,OWNER,SFR,AlphaServ,2022
LN105656,2024-05,303000.0,6.597,360,680-739,60-75,20-35,TX,PURCHASE,OWNER,SFR,AlphaServ,2024
LN105657,2024-05,352300.0,6.324,360,740-779,75-85,35-43,CA,REFINANCE,OWNER,SFR,EagleTrust,2024
LN105658,2023-04,200000.0,5.943,360,680-739,60-75,20-35,NY,CASHOUT_REFI,OWNER,CONDO,BetaLoan,2023
LN105659,2024-01,591600.0,6.611,360,740-779,85-95,20-35,TX,REFINANCE,OWNER,SFR,EagleTrust,2024
LN105660,2021-12,465600.0,4.465,360,620-679,>95,20-35,MI,PURCHASE,OWNER,SFR,AlphaServ,2021
LN105661,2022-04,373200.0,4.586,360,740-779,60-75,35-43,IL,PURCHASE,OWNER,SFR,EagleTrust,2022
LN105662,2024-07,371100.0,6.648,360,620-679,60-75,20-35,GA,REFINANCE,OWNER,SFR,CasaMortgage,2024
LN105663,2023-01,258700.0,5.782,360,680-739,60-75,20-35,GA,PURCHASE,OWNER,SFR,BetaLoan,2023
LN105664,2023-05,426600.0,6.695,360,620-679,85-95,<=20,CA,PURCHASE,OWNER,CONDO,AlphaServ,2023
LN105665,2023-02,517500.0,5.314,360,780+,60-75,<=20,NC,PURCHASE,INVESTOR,CONDO,BetaLoan,2023
LN105666,2022-03,367200.0,3.777,360,780+,85-95,>43,PA,PURCHASE,OWNER,SFR,CasaMortgage,2022
LN105667,2024-05,197500.0,6.156,360,740-779,85-95,20-35,IL,PURCHASE,OWNER,SFR,AlphaServ,2024
LN105668,2024-02,250700.0,6.042,360,780+,60-75,<=20,OH,PURCHASE,OWNER,MULTI_2_4,DeltaHome,2024
LN105669,2023-11,330400.0,6.959,360,620-679,85-95,>43,CA,PURCHASE,SECOND_HOME,SFR,DeltaHome,2023
LN105670,2022-09,372100.0,5.278,360,680-739,75-85,>43,GA,REFINANCE,OWNER,CONDO,CasaMortgage,2022
LN105671,2023-10,246500.0,6.52,360,680-739,60-75,20-35,WA,CASHOUT_REFI,OWNER,SFR,BetaLoan,2023
LN105672,2024-11,197800.0,6.083,180,780+,85-95,20-35,NC,PURCHASE,OWNER,SFR,EagleTrust,2024
LN105673,2023-10,520700.0,7.019,360,620-679,75-85,>43,CA,REFINANCE,OWNER,SFR,BetaLoan,2023
LN105674,2023-03,157500.0,6.367,360,620-679,<=60,<=20,FL,PURCHASE,OWNER,CONDO,CasaMortgage,2023
LN105675,2022-06,167100.0,4.653,240,740-779,75-85,20-35,WA,REFINANCE,OWNER,SFR,BetaLoan,2022
LN105676,2023-04,140500.0,6.332,360,620-679,75-85,20-35,GA,PURCHASE,OWNER,CONDO,BetaLoan,2023
LN105677,2022-10,166900.0,4.849,360,740-779,75-85,35-43,FL,CASHOUT_REFI,OWNER,SFR,EagleTrust,2022
LN105678,2023-08,447400.0,6.332,360,680-739,60-75,20-35,GA,PURCHASE,OWNER,SFR,AlphaServ,2023
LN105679,2021-08,454200.0,4.352,360,740-779,85-95,20-35,TX,PURCHASE,OWNER,SFR,CasaMortgage,2021
LN105680,2022-02,246900.0,3.951,360,780+,60-75,35-43,AZ,REFINANCE,OWNER,SFR,AlphaServ,2022
LN105681,2024-04,319100.0,6.754,360,680-739,75-85,35-43,NY,REFINANCE,SECOND_HOME,SFR,CasaMortgage,2024
LN105682,2022-10,254000.0,6.053,240,620-679,60-75,<=20,TX,PURCHASE,OWNER,SFR,DeltaHome,2022
LN105683,2023-01,149300.0,6.675,360,<620,75-85,<=20,CA,PURCHASE,OWNER,SFR,BetaLoan,2023
LN105684,2023-05,692600.0,7.395,360,<620,85-95,35-43,CA,REFINANCE,OWNER,TOWNHOUSE,BetaLoan,2023
LN105685,2023-01,473800.0,6.32,360,620-679,<=60,20-35,GA,CASHOUT_REFI,SECOND_HOME,SFR,BetaLoan,2023
LN105686,2024-02,299400.0,6.784,360,680-739,<=60,35-43,NC,REFINANCE,OWNER,TOWNHOUSE,BetaLoan,2024
LN105687,2022-05,173700.0,4.803,360,680-739,85-95,<=20,GA,PURCHASE,OWNER,SFR,BetaLoan,2022
LN105688,2024-02,230700.0,7.033,360,620-679,60-75,35-43,FL,CASHOUT_REFI,OWNER,CONDO,AlphaServ,2024
LN105689,2022-03,186900.0,5.205,360,620-679,60-75,20-35,MI,REFINANCE,OWNER,SFR,CasaMortgage,2022
LN105690,2022-10,266700.0,4.851,360,780+,75-85,20-35,PA,REFINANCE,OWNER,CONDO,DeltaHome,2022
LN105691,2023-07,293500.0,6.822,360,620-679,75-85,<=20,GA,PURCHASE,OWNER,SFR,CasaMortgage,2023
LN105692,2024-08,218900.0,7.001,360,620-679,<=60,20-35,GA,PURCHASE,OWNER,SFR,CasaMortgage,2024
LN105693,2022-04,132700.0,4.678,360,680-739,85-95,20-35,TX,PURCHASE,OWNER,SFR,BetaLoan,2022
LN105694,2023-07,666300.0,7.388,360,<620,60-75,20-35,PA,REFINANCE,OWNER,SFR,BetaLoan,2023
LN105695,2021-09,284000.0,3.694,360,780+,85-95,35-43,CA,PURCHASE,OWNER,SFR,DeltaHome,2021
LN105696,2021-10,313500.0,4.569,360,620-679,85-95,35-43,PA,REFINANCE,OWNER,SFR,AlphaServ,2021
LN105697,2024-03,211100.0,6.603,360,740-779,60-75,20-35,NY,PURCHASE,OWNER,SFR,BetaLoan,2024
LN105698,2024-01,126400.0,6.645,180,680-739,85-95,35-43,CA,REFINANCE,OWNER,CONDO,BetaLoan,2024
LN105699,2022-10,245900.0,5.027,360,740-779,85-95,<=20,CA,PURCHASE,OWNER,SFR,CasaMortgage,2022
LN105700,2023-09,220700.0,6.166,360,740-779,>95,35-43,WA,CASHOUT_REFI,OWNER,SFR,CasaMortgage,2023
LN105701,2022-10,351300.0,5.143,180,740-779,85-95,20-35,OH,REFINANCE,OWNER,SFR,AlphaServ,2022
LN105702,2022-06,383700.0,4.796,360,680-739,75-85,20-35,NY,REFINANCE,SECOND_HOME,TOWNHOUSE,AlphaServ,2022
LN105703,2023-01,360100.0,5.754,240,680-739,75-85,35-43,AZ,PURCHASE,OWNER,SFR,AlphaServ,2023
LN105704,2022-08,398200.0,4.843,360,740-779,85-95,>43,IL,PURCHASE,OWNER,SFR,CasaMortgage,2022
LN105705,2024-05,574700.0,6.697,360,680-739,85-95,20-35,PA,REFINANCE,OWNER,SFR,CasaMortgage,2024
LN105706,2022-12,304200.0,5.506,360,680-739,75-85,35-43,PA,REFINANCE,OWNER,SFR,AlphaServ,2022
LN105707,2022-08,418600.0,5.665,360,620-679,85-95,20-35,MI,REFINANCE,OWNER,SFR,CasaMortgage,2022
LN105708,2023-05,318800.0,6.592,240,620-679,60-75,20-35,CA,PURCHASE,OWNER,SFR,DeltaHome,2023
LN105709,2024-02,108600.0,6.794,360,620-679,>95,20-35,WA,REFINANCE,OWNER,SFR,AlphaServ,2024
LN105710,2022-06,238100.0,5.887,360,<620,60-75,20-35,GA,REFINANCE,OWNER,MULTI_2_4,AlphaServ,2022
LN105711,2024-10,172700.0,6.606,240,680-739,<=60,20-35,NY,REFINANCE,OWNER,SFR,AlphaServ,2024
LN105712,2023-02,283300.0,6.951,360,<620,60-75,35-43,MI,PURCHASE,OWNER,SFR,CasaMortgage,2023
LN105713,2023-10,178800.0,6.4,360,740-779,>95,20-35,CA,REFINANCE,OWNER,MULTI_2_4,DeltaHome,2023
LN105714,2024-11,335200.0,6.556,360,740-779,85-95,20-35,TX,REFINANCE,SECOND_HOME,MULTI_2_4,AlphaServ,2024
LN105715,2023-01,396900.0,5.548,360,740-779,75-85,20-35,NC,REFINANCE,OWNER,SFR,DeltaHome,2023
LN105716,2022-03,438700.0,4.202,360,740-779,>95,20-35,GA,REFINANCE,SECOND_HOME,SFR,BetaLoan,2022
LN105717,2024-02,529000.0,7.468,360,<620,60-75,20-35,IL,PURCHASE,OWNER,SFR,DeltaHome,2024
LN105718,2021-07,120100.0,4.9,360,<620,60-75,20-35,NC,REFINANCE,OWNER,SFR,DeltaHome,2021
LN105719,2023-02,148800.0,5.551,360,740-779,<=60,20-35,WA,REFINANCE,OWNER,CONDO,CasaMortgage,2023
LN105720,2024-12,953100.0,6.201,180,740-779,75-85,35-43,CA,REFINANCE,OWNER,SFR,AlphaServ,2024
LN105721,2022-12,402000.0,5.136,360,740-779,75-85,35-43,FL,PURCHASE,OWNER,CONDO,AlphaServ,2022
LN105722,2023-11,282400.0,6.383,360,740-779,60-75,20-35,FL,REFINANCE,OWNER,CONDO,AlphaServ,2023
LN105723,2023-05,259000.0,5.995,180,740-779,<=60,<=20,WA,PURCHASE,OWNER,SFR,BetaLoan,2023
LN105724,2022-04,248800.0,4.629,360,740-779,75-85,20-35,TX,PURCHASE,OWNER,CONDO,DeltaHome,2022
LN105725,2022-08,106900.0,4.709,360,740-779,60-75,20-35,FL,PURCHASE,OWNER,SFR,CasaMortgage,2022
LN105726,2023-04,180300.0,6.106,360,740-779,75-85,20-35,AZ,REFINANCE,INVESTOR,MULTI_2_4,BetaLoan,2023
LN105727,2021-11,242700.0,5.308,360,<620,75-85,20-35,NC,PURCHASE,INVESTOR,SFR,AlphaServ,2021
LN105728,2022-12,185000.0,6.44,360,<620,60-75,<=20,CA,REFINANCE,OWNER,CONDO,AlphaServ,2022
LN105729,2022-12,196200.0,5.514,360,680-739,<=60,20-35,WA,CASHOUT_REFI,OWNER,SFR,EagleTrust,2022
LN105730,2024-06,807300.0,6.666,240,680-739,75-85,20-35,CA,REFINANCE,OWNER,SFR,CasaMortgage,2024
LN105731,2021-12,227900.0,4.106,360,740-779,85-95,>43,IL,REFINANCE,OWNER,SFR,EagleTrust,2021
LN105732,2024-06,289300.0,7.147,180,620-679,75-85,35-43,TX,PURCHASE,OWNER,SFR,BetaLoan,2024
LN105733,2022-12,284700.0,5.598,360,680-739,75-85,>43,GA,PURCHASE,OWNER,SFR,AlphaServ,2022
LN105734,2023-10,332800.0,6.634,360,740-779,>95,35-43,FL,PURCHASE,OWNER,SFR,DeltaHome,2023
LN105735,2023-06,205900.0,6.502,360,620-679,85-95,>43,PA,CASHOUT_REFI,OWNER,SFR,EagleTrust,2023
LN105736,2022-07,447400.0,4.738,360,780+,60-75,20-35,OH,REFINANCE,OWNER,CONDO,BetaLoan,2022
LN105737,2024-10,311600.0,6.639,360,620-679,85-95,20-35,FL,PURCHASE,OWNER,SFR,AlphaServ,2024
LN105738,2022-04,143000.0,4.516,240,680-739,75-85,35-43,PA,CASHOUT_REFI,OWNER,SFR,CasaMortgage,2022
LN105739,2021-08,243200.0,4.257,360,680-739,75-85,20-35,MI,REFINANCE,SECOND_HOME,SFR,DeltaHome,2021
LN105740,2024-02,236200.0,7.306,240,620-679,85-95,20-35,IL,REFINANCE,OWNER,SFR,DeltaHome,2024
LN105741,2023-09,231400.0,7.566,360,<620,75-85,35-43,IL,PURCHASE,OWNER,SFR,DeltaHome,2023
LN105742,2024-08,321000.0,6.958,360,620-679,85-95,>43,IL,REFINANCE,OWNER,SFR,EagleTrust,2024
LN105743,2023-02,339600.0,5.742,360,680-739,60-75,20-35,OH,PURCHASE,OWNER,SFR,BetaLoan,2023
LN105744,2021-07,322100.0,4.294,360,680-739,75-85,20-35,PA,PURCHASE,OWNER,CONDO,CasaMortgage,2021
LN105745,2021-07,297300.0,3.733,360,740-779,<=60,<=20,CA,PURCHASE,OWNER,SFR,CasaMortgage,2021
LN105746,2023-01,265300.0,6.996,360,<620,85-95,<=20,NY,REFINANCE,OWNER,SFR,BetaLoan,2023
LN105747,2022-05,97000.0,4.978,240,680-739,60-75,35-43,MI,REFINANCE,OWNER,SFR,DeltaHome,2022
LN105748,2024-09,362200.0,7.567,180,<620,75-85,20-35,WA,PURCHASE,OWNER,CONDO,AlphaServ,2024
LN105749,2021-11,318000.0,3.592,360,780+,85-95,20-35,CA,PURCHASE,OWNER,SFR,CasaMortgage,2021
LN105750,2024-07,163900.0,6.164,360,740-779,60-75,35-43,CA,PURCHASE,INVESTOR,CONDO,BetaLoan,2024
LN105751,2022-04,289600.0,4.266,360,780+,<=60,20-35,PA,PURCHASE,OWNER,TOWNHOUSE,AlphaServ,2022
LN105752,2021-12,341700.0,3.831,360,780+,75-85,35-43,WA,CASHOUT_REFI,OWNER,SFR,AlphaServ,2021
LN105753,2022-06,432400.0,5.238,360,680-739,75-85,35-43,NC,REFINANCE,OWNER,SFR,AlphaServ,2022
LN105754,2022-01,321100.0,4.187,360,740-779,<=60,35-43,OH,PURCHASE,OWNER,SFR,AlphaServ,2022
LN105755,2022-11,295000.0,5.678,180,680-739,60-75,>43,TX,REFINANCE,OWNER,CONDO,CasaMortgage,2022
LN105756,2022-08,390800.0,4.947,360,780+,60-75,>43,WA,REFINANCE,OWNER,SFR,BetaLoan,2022
LN105757,2023-05,222400.0,6.12,360,680-739,60-75,<=20,NC,PURCHASE,OWNER,SFR,DeltaHome,2023
LN105758,2023-05,307200.0,6.329,360,680-739,85-95,20-35,NC,REFINANCE,OWNER,TOWNHOUSE,EagleTrust,2023
LN105759,2021-07,193000.0,3.415,240,780+,60-75,>43,AZ,PURCHASE,SECOND_HOME,SFR,AlphaServ,2021
LN105760,2021-12,420700.0,3.967,360,780+,75-85,35-43,AZ,PURCHASE,OWNER,SFR,BetaLoan,2021
LN105761,2022-01,123700.0,4.164,360,780+,60-75,20-35,CA,REFINANCE,OWNER,SFR,AlphaServ,2022
LN105762,2022-03,368600.0,5.492,360,<620,>95,35-43,CA,CASHOUT_REFI,OWNER,SFR,CasaMortgage,2022
LN105763,2021-10,257300.0,4.285,180,620-679,85-95,35-43,TX,PURCHASE,OWNER,SFR,DeltaHome,2021
LN105764,2022-08,394100.0,5.352,360,680-739,75-85,20-35,AZ,REFINANCE,SECOND_HOME,SFR,AlphaServ,2022
LN105765,2023-06,179600.0,6.581,360,680-739,85-95,20-35,OH,REFINANCE,OWNER,TOWNHOUSE,DeltaHome,2023
LN105766,2022-07,265800.0,4.9,360,680-739,60-75,35-43,GA,CASHOUT_REFI,SECOND_HOME,SFR,AlphaServ,2022
LN105767,2022-08,262300.0,5.05,360,680-739,<=60,35-43,FL,PURCHASE,INVESTOR,CONDO,CasaMortgage,2022
LN105768,2023-02,310300.0,5.832,360,740-779,75-85,>43,NY,PURCHASE,OWNER,CONDO,DeltaHome,2023
LN105769,2023-06,159300.0,6.543,240,620-679,75-85,35-43,FL,PURCHASE,OWNER,SFR,EagleTrust,2023
LN105770,2022-08,339900.0,4.67,360,740-779,60-75,20-35,WA,PURCHASE,OWNER,SFR,BetaLoan,2022
LN105771,2022-04,111200.0,4.001,360,780+,75-85,20-35,NY,CASHOUT_REFI,OWNER,SFR,AlphaServ,2022
LN105772,2022-12,189000.0,5.337,360,740-779,85-95,20-35,PA,PURCHASE,OWNER,SFR,BetaLoan,2022
LN105773,2021-08,126300.0,4.238,360,680-739,85-95,20-35,CA,CASHOUT_REFI,INVESTOR,TOWNHOUSE,BetaLoan,2021
LN105774,2023-03,370500.0,6.489,360,620-679,85-95,35-43,FL,PURCHASE,INVESTOR,SFR,CasaMortgage,2023
LN105775,2024-10,305600.0,7.63,360,<620,75-85,<=20,TX,PURCHASE,OWNER,SFR,CasaMortgage,2024
LN105776,2022-11,313400.0,5.389,360,740-779,75-85,20-35,FL,PURCHASE,OWNER,SFR,AlphaServ,2022
LN105777,2021-11,495300.0,4.487,360,680-739,75-85,35-43,GA,REFINANCE,SECOND_HOME,SFR,AlphaServ,2021
LN105778,2023-12,221400.0,7.653,180,<620,60-75,35-43,CA,PURCHASE,SECOND_HOME,SFR,EagleTrust,2023
LN105779,2021-12,335800.0,3.608,360,780+,85-95,20-35,OH,CASHOUT_REFI,OWNER,SFR,BetaLoan,2021
LN105780,2022-03,262900.0,4.196,180,740-779,<=60,<=20,CA,PURCHASE,OWNER,SFR,CasaMortgage,2022
LN105781,2022-01,245500.0,4.111,360,780+,85-95,20-35,WA,CASHOUT_REFI,OWNER,SFR,AlphaServ,2022
LN105782,2024-08,459500.0,6.667,360,680-739,60-75,20-35,CA,PURCHASE,OWNER,SFR,AlphaServ,2024
LN105783,2024-12,651400.0,5.911,360,780+,60-75,35-43,MI,REFINANCE,OWNER,SFR,BetaLoan,2024
LN105784,2023-06,210200.0,6.643,180,620-679,60-75,20-35,PA,PURCHASE,OWNER,CONDO,BetaLoan,2023
LN105785,2023-08,371500.0,6.982,360,620-679,85-95,20-35,WA,REFINANCE,OWNER,CONDO,AlphaServ,2023
LN105786,2023-10,294700.0,5.942,240,780+,60-75,35-43,GA,REFINANCE,OWNER,SFR,DeltaHome,2023
LN105787,2023-08,296300.0,6.13,360,780+,75-85,20-35,GA,PURCHASE,OWNER,CONDO,EagleTrust,2023
LN105788,2023-05,285300.0,6.2,360,680-739,60-75,35-43,OH,PURCHASE,SECOND_HOME,SFR,AlphaServ,2023
LN105789,2024-12,219700.0,7.672,360,<620,75-85,<=20,MI,PURCHASE,OWNER,SFR,CasaMortgage,2024
LN105790,2024-01,50900.0,7.192,180,620-679,75-85,20-35,AZ,REFINANCE,OWNER,CONDO,AlphaServ,2024
LN105791,2021-10,509200.0,3.785,360,740-779,>95,20-35,IL,REFINANCE,OWNER,SFR,AlphaServ,2021
LN105792,2022-11,186700.0,5.223,360,780+,60-75,20-35,NC,PURCHASE,OWNER,SFR,AlphaServ,2022
LN105793,2024-11,229000.0,6.683,360,620-679,60-75,20-35,WA,PURCHASE,OWNER,SFR,AlphaServ,2024
LN105794,2022-11,231200.0,6.492,360,<620,60-75,20-35,CA,PURCHASE,OWNER,SFR,BetaLoan,2022
LN105795,2022-03,179400.0,4.25,180,740-779,75-85,35-43,OH,REFINANCE,OWNER,SFR,AlphaServ,2022
LN105796,2024-07,284400.0,5.993,360,740-779,85-95,<=20,CA,PURCHASE,OWNER,SFR,AlphaServ,2024
LN105797,2023-09,250200.0,6.146,240,680-739,60-75,20-35,NY,PURCHASE,OWNER,SFR,AlphaServ,2023
LN105798,2023-06,184900.0,6.218,360,740-779,>95,<=20,NC,REFINANCE,INVESTOR,MULTI_2_4,CasaMortgage,2023
LN105799,2022-12,273000.0,5.202,360,780+,<=60,20-35,NY,PURCHASE,OWNER,SFR,EagleTrust,2022
LN105800,2021-12,251500.0,4.727,360,620-679,85-95,20-35,CA,PURCHASE,OWNER,SFR,AlphaServ,2021
LN105801,2022-11,387500.0,5.224,360,740-779,85-95,20-35,PA,PURCHASE,INVESTOR,SFR,AlphaServ,2022
LN105802,2023-01,139600.0,5.759,360,740-779,>95,<=20,TX,CASHOUT_REFI,OWNER,SFR,AlphaServ,2023
LN105803,2024-10,177700.0,6.278,360,680-739,75-85,>43,IL,PURCHASE,OWNER,CONDO,EagleTrust,2024
LN105804,2022-07,353800.0,4.676,360,780+,85-95,20-35,CA,REFINANCE,INVESTOR,TOWNHOUSE,DeltaHome,2022
LN105805,2022-01,191400.0,4.427,240,740-779,<=60,35-43,WA,REFINANCE,OWNER,SFR,BetaLoan,2022
LN105806,2022-12,170000.0,5.563,360,680-739,75-85,35-43,NY,REFINANCE,OWNER,SFR,AlphaServ,2022
LN105807,2024-12,195700.0,7.221,360,<620,85-95,<=20,PA,REFINANCE,OWNER,SFR,BetaLoan,2024
LN105808,2023-03,243900.0,5.82,180,740-779,<=60,20-35,NY,CASHOUT_REFI,OWNER,TOWNHOUSE,AlphaServ,2023
