loan_id,reporting_month,corruption_type
LN100959,2024-06,BALANCE_MISMATCH
LN107975,2024-01,DOC_GAP
LN104941,2023-04,STATUS_INCONSISTENT
LN101608,2022-06,BALANCE_MISMATCH
LN100666,2025-02,STATUS_INCONSISTENT
LN107352,2023-04,DUPLICATE_RECORD
LN100589,2024-11,STALE_UPDATE
LN107720,2024-11,DOC_GAP
LN101549,2022-05,BALANCE_MISMATCH
LN107515,2023-03,DOC_GAP
LN108610,2022-11,STATUS_INCONSISTENT
LN100446,2025-06,DATE_INVALID
LN101436,2025-11,DUPLICATE_RECORD
LN100367,2022-11,BALANCE_MISMATCH
LN108993,2023-03,DATE_INVALID
LN106920,2025-12,DATE_INVALID
LN100852,2025-07,STATUS_INCONSISTENT
LN100033,2023-07,STATUS_INCONSISTENT
LN108310,2022-12,STALE_UPDATE
LN100666,2025-08,STATUS_INCONSISTENT
LN101745,2025-02,BALANCE_MISMATCH
LN108996,2025-09,DUPLICATE_RECORD
LN105051,2024-04,STALE_UPDATE
LN104449,2024-12,BALANCE_MISMATCH
LN106500,2022-02,BALANCE_MISMATCH
LN105481,2021-12,BALANCE_MISMATCH
LN105812,2025-03,BALANCE_MISMATCH
LN102454,2025-10,DUPLICATE_RECORD
LN100724,2025-08,STATUS_INCONSISTENT
LN103847,2025-01,STATUS_INCONSISTENT
LN102984,2024-05,STATUS_INCONSISTENT
LN104469,2025-10,BALANCE_MISMATCH
LN101562,2025-10,DOC_GAP
LN106312,2022-07,DOC_GAP
LN106020,2022-10,STALE_UPDATE
LN106294,2023-08,STATUS_INCONSISTENT
LN106202,2024-06,DATE_INVALID
LN108726,2024-12,DATE_INVALID
LN101628,2025-08,STATUS_INCONSISTENT
LN105591,2024-08,DOC_GAP
LN108055,2023-10,STATUS_INCONSISTENT
LN102728,2024-07,STATUS_INCONSISTENT
LN104826,2022-03,STALE_UPDATE
LN101402,2024-12,DATE_INVALID
LN102612,2025-01,DOC_GAP
LN107657,2025-03,STALE_UPDATE
LN107803,2025-08,DOC_GAP
LN103110,2025-03,STATUS_INCONSISTENT
LN100176,2024-03,DATE_INVALID
LN102252,2024-06,BALANCE_MISMATCH
LN103397,2025-11,DUPLICATE_RECORD
LN106662,2023-08,DOC_GAP
LN102529,2024-04,STATUS_INCONSISTENT
LN105386,2025-03,BALANCE_MISMATCH
LN106547,2025-03,STALE_UPDATE
LN106182,2025-06,DOC_GAP
LN106463,2024-08,STATUS_INCONSISTENT
LN101164,2024-08,DUPLICATE_RECORD
LN108517,2025-01,STATUS_INCONSISTENT
LN104345,2023-09,DATE_INVALID
LN105026,2024-05,DOC_GAP
LN103137,2023-09,STATUS_INCONSISTENT
LN102276,2024-09,BALANCE_MISMATCH
LN104196,2023-12,STATUS_INCONSISTENT
LN100768,2022-10,STATUS_INCONSISTENT
LN102445,2025-07,STATUS_INCONSISTENT
LN105259,2023-04,BALANCE_MISMATCH
LN106574,2024-11,STALE_UPDATE
LN105390,2022-03,STATUS_INCONSISTENT
LN103021,2025-06,STATUS_INCONSISTENT
LN108924,2023-01,DUPLICATE_RECORD
LN102417,2025-10,BALANCE_MISMATCH
LN105809,2023-04,DOC_GAP
LN108856,2022-07,STATUS_INCONSISTENT
LN101371,2025-10,DOC_GAP
LN106847,2023-09,STALE_UPDATE
LN103322,2025-06,DATE_INVALID
LN100482,2024-01,DUPLICATE_RECORD
LN107998,2022-01,STALE_UPDATE
LN107243,2023-09,STALE_UPDATE
LN105458,2025-05,BALANCE_MISMATCH
LN107252,2024-06,DATE_INVALID
LN108904,2024-05,STALE_UPDATE
LN104789,2024-09,STATUS_INCONSISTENT
LN102030,2025-06,BALANCE_MISMATCH
LN107440,2023-06,STATUS_INCONSISTENT
LN103473,2025-03,STALE_UPDATE
LN102561,2025-04,BALANCE_MISMATCH
LN104754,2025-03,DUPLICATE_RECORD
LN103284,2024-06,STALE_UPDATE
LN101128,2025-09,STATUS_INCONSISTENT
LN103613,2025-01,DATE_INVALID
LN101750,2025-09,DOC_GAP
LN107047,2024-07,BALANCE_MISMATCH
LN108160,2022-10,BALANCE_MISMATCH
LN105992,2025-07,STATUS_INCONSISTENT
LN104535,2025-07,STALE_UPDATE
LN104151,2024-10,DOC_GAP
LN106553,2024-11,STATUS_INCONSISTENT
LN106646,2022-09,BALANCE_MISMATCH
LN104217,2025-08,STALE_UPDATE
LN108625,2023-12,DOC_GAP
LN108294,2025-05,BALANCE_MISMATCH
LN107413,2024-11,BALANCE_MISMATCH
LN108196,2022-10,STATUS_INCONSISTENT
LN108894,2024-05,STATUS_INCONSISTENT
LN106713,2024-11,BALANCE_MISMATCH
LN107894,2024-08,DATE_INVALID
LN102419,2023-11,STATUS_INCONSISTENT
LN104313,2022-02,DATE_INVALID
LN103833,2025-01,STATUS_INCONSISTENT
LN105584,2025-02,BALANCE_MISMATCH
LN100331,2023-05,DUPLICATE_RECORD
LN103241,2024-11,STATUS_INCONSISTENT
LN108389,2023-09,DOC_GAP
LN105654,2023-04,DUPLICATE_RECORD
LN101841,2023-08,DATE_INVALID
LN104857,2024-06,BALANCE_MISMATCH
LN107146,2024-12,BALANCE_MISMATCH
LN100151,2024-09,DATE_INVALID
LN107644,2021-11,STATUS_INCONSISTENT
LN108678,2025-12,BALANCE_MISMATCH
LN108682,2023-03,DATE_INVALID
LN106936,2025-02,STALE_UPDATE
LN108269,2025-01,STALE_UPDATE
LN103334,2023-05,STALE_UPDATE
LN101177,2022-08,STALE_UPDATE
LN104741,2024-07,STATUS_INCONSISTENT
LN104074,2024-06,STATUS_INCONSISTENT
LN107695,2025-02,DOC_GAP
LN106854,2025-02,DATE_INVALID
LN101835,2023-09,DOC_GAP
LN103058,2024-11,BALANCE_MISMATCH
LN101212,2024-01,STALE_UPDATE
LN101837,2025-03,BALANCE_MISMATCH
LN103071,2024-01,DOC_GAP
LN104441,2022-12,BALANCE_MISMATCH
LN105410,2022-12,STATUS_INCONSISTENT
LN108414,2025-06,STALE_UPDATE
LN100846,2025-06,DOC_GAP
LN103953,2024-07,STALE_UPDATE
LN104064,2024-09,STATUS_INCONSISTENT
LN101624,2025-11,DOC_GAP
LN106068,2022-04,BALANCE_MISMATCH
LN100086,2023-02,BALANCE_MISMATCH
LN103485,2021-08,STATUS_INCONSISTENT
LN108676,2024-04,STALE_UPDATE
LN105547,2024-01,STATUS_INCONSISTENT
LN101165,2023-12,STALE_UPDATE
LN101514,2024-03,BALANCE_MISMATCH
LN100073,2024-12,DOC_GAP
LN100067,2025-04,BALANCE_MISMATCH
LN105576,2025-04,DOC_GAP
LN101067,2025-05,BALANCE_MISMATCH
LN101890,2022-12,STALE_UPDATE
LN107809,2023-08,STALE_UPDATE
LN100670,2025-10,BALANCE_MISMATCH
LN103481,2025-07,STATUS_INCONSISTENT
LN101593,2023-12,BALANCE_MISMATCH
LN100585,2025-10,DUPLICATE_RECORD
LN108443,2023-06,DATE_INVALID
LN101009,2024-10,BALANCE_MISMATCH
LN107556,2024-07,STATUS_INCONSISTENT
LN103614,2024-02,DOC_GAP
LN103077,2024-07,STALE_UPDATE
LN108282,2023-03,DOC_GAP
LN106286,2023-10,DOC_GAP
LN107525,2023-04,BALANCE_MISMATCH
LN104313,2023-08,STATUS_INCONSISTENT
LN103558,2023-11,DUPLICATE_RECORD
LN103860,2025-07,BALANCE_MISMATCH
LN104395,2024-11,DOC_GAP
LN107443,2025-01,STATUS_INCONSISTENT
LN108398,2025-08,DATE_INVALID
LN107098,2022-12,DOC_GAP
LN103707,2024-03,STALE_UPDATE
LN105308,2024-11,BALANCE_MISMATCH
LN104523,2025-03,BALANCE_MISMATCH
LN104715,2024-12,DOC_GAP
LN101248,2024-08,STATUS_INCONSISTENT
LN107922,2023-09,STALE_UPDATE
LN100996,2023-06,DATE_INVALID
LN107587,2023-11,STALE_UPDATE
LN108499,2025-12,DUPLICATE_RECORD
LN107225,2023-10,DUPLICATE_RECORD
LN105869,2025-09,STATUS_INCONSISTENT
LN107601,2021-08,DOC_GAP
LN103758,2021-12,BALANCE_MISMATCH
LN100428,2024-02,BALANCE_MISMATCH
LN100971,2025-10,DATE_INVALID
LN107117,2025-01,DATE_INVALID
LN107950,2023-11,STATUS_INCONSISTENT
LN108442,2024-05,DATE_INVALID
LN106061,2024-06,BALANCE_MISMATCH
LN105129,2025-12,DOC_GAP
LN100480,2022-10,BALANCE_MISMATCH
LN104030,2024-04,STALE_UPDATE
LN102840,2024-03,STALE_UPDATE
LN105909,2023-11,DOC_GAP
LN100710,2025-10,STALE_UPDATE
LN100439,2023-10,STALE_UPDATE
LN105621,2022-10,STATUS_INCONSISTENT
LN100010,2023-11,DOC_GAP
LN103975,2025-10,DOC_GAP
LN108682,2023-12,DOC_GAP
LN105473,2025-03,DATE_INVALID
LN100248,2025-11,BALANCE_MISMATCH
LN104779,2022-06,BALANCE_MISMATCH
LN108723,2025-05,STALE_UPDATE
LN101429,2024-06,DATE_INVALID
LN105207,2024-07,DUPLICATE_RECORD
LN100533,2023-10,BALANCE_MISMATCH
LN102881,2022-04,DATE_INVALID
LN102301,2022-04,BALANCE_MISMATCH
LN106697,2025-07,DATE_INVALID
LN107035,2023-05,STATUS_INCONSISTENT
LN100573,2023-08,STATUS_INCONSISTENT
LN101282,2025-02,DOC_GAP
LN108653,2023-10,STALE_UPDATE
LN104328,2024-03,DATE_INVALID
LN100221,2024-10,STALE_UPDATE
LN107244,2024-01,STALE_UPDATE
LN102146,2023-08,STALE_UPDATE
LN102847,2023-03,DATE_INVALID
LN105741,2025-08,DOC_GAP
LN103184,2024-02,BALANCE_MISMATCH
LN101761,2024-07,DATE_INVALID
LN103553,2024-10,STATUS_INCONSISTENT
LN108497,2022-11,DUPLICATE_RECORD
LN102503,2022-07,STATUS_INCONSISTENT
LN106121,2025-09,STATUS_INCONSISTENT
LN102390,2023-05,STALE_UPDATE
LN103261,2024-03,DATE_INVALID
LN103214,2024-01,STATUS_INCONSISTENT
LN108836,2025-08,DATE_INVALID
LN108915,2024-02,STATUS_INCONSISTENT
LN102320,2025-07,DUPLICATE_RECORD
LN106653,2024-01,BALANCE_MISMATCH
LN102205,2025-10,DOC_GAP
LN104384,2024-03,STATUS_INCONSISTENT
LN101271,2022-09,DATE_INVALID
LN105762,2024-07,STALE_UPDATE
LN103544,2024-09,BALANCE_MISMATCH
LN105363,2024-10,DUPLICATE_RECORD
LN102741,2022-06,BALANCE_MISMATCH
LN107511,2024-11,DUPLICATE_RECORD
LN100221,2024-08,STATUS_INCONSISTENT
LN103313,2023-04,STATUS_INCONSISTENT
LN105284,2025-01,STALE_UPDATE
LN106519,2025-12,STALE_UPDATE
LN107303,2025-09,STATUS_INCONSISTENT
LN101744,2023-01,DOC_GAP
LN105285,2024-10,DATE_INVALID
LN103596,2023-07,STATUS_INCONSISTENT
LN107759,2024-01,STALE_UPDATE
LN102422,2023-04,STALE_UPDATE
LN106083,2025-06,STALE_UPDATE
LN107710,2023-09,STATUS_INCONSISTENT
LN106170,2023-05,DATE_INVALID
LN101746,2025-04,BALANCE_MISMATCH
LN105294,2025-09,STALE_UPDATE
LN107101,2025-05,DUPLICATE_RECORD
LN105900,2025-05,STATUS_INCONSISTENT
LN107155,2022-09,BALANCE_MISMATCH
LN101235,2023-02,BALANCE_MISMATCH
LN101761,2025-05,DATE_INVALID
LN106229,2023-05,DOC_GAP
LN102165,2025-05,STATUS_INCONSISTENT
LN100978,2023-01,BALANCE_MISMATCH
LN106723,2023-05,STALE_UPDATE
LN100432,2024-05,STALE_UPDATE
LN100925,2025-07,STATUS_INCONSISTENT
LN108955,2022-09,DOC_GAP
LN106587,2024-11,STALE_UPDATE
LN102986,2025-04,DOC_GAP
LN102839,2025-11,DOC_GAP
LN107519,2022-05,DATE_INVALID
LN103530,2025-10,STALE_UPDATE
LN100398,2025-05,BALANCE_MISMATCH
LN108815,2022-10,STATUS_INCONSISTENT
LN103062,2023-09,STATUS_INCONSISTENT
LN103763,2025-02,STATUS_INCONSISTENT
LN104204,2023-12,DATE_INVALID
LN106660,2022-01,DOC_GAP
LN106058,2024-11,STATUS_INCONSISTENT
LN107396,2025-06,BALANCE_MISMATCH
LN105789,2025-04,STATUS_INCONSISTENT
LN101885,2025-01,DUPLICATE_RECORD
LN102592,2023-09,STALE_UPDATE
LN103970,2025-04,DOC_GAP
LN106433,2023-09,DUPLICATE_RECORD
LN105848,2025-06,STATUS_INCONSISTENT
LN108014,2025-03,STATUS_INCONSISTENT
LN105838,2024-01,BALANCE_MISMATCH
LN101445,2022-06,DATE_INVALID
LN103594,2023-08,BALANCE_MISMATCH
LN107172,2025-08,STATUS_INCONSISTENT
LN108674,2025-09,DATE_INVALID
LN102509,2025-02,BALANCE_MISMATCH
LN101546,2024-04,STALE_UPDATE
LN108550,2025-08,STALE_UPDATE
LN102033,2024-10,DUPLICATE_RECORD
LN100727,2023-04,STATUS_INCONSISTENT
LN103410,2023-07,DATE_INVALID
LN101503,2023-05,STATUS_INCONSISTENT
LN104084,2025-02,DATE_INVALID
LN101247,2023-11,DATE_INVALID
LN105552,2024-01,STATUS_INCONSISTENT
LN102198,2025-03,STALE_UPDATE
LN108415,2023-11,BALANCE_MISMATCH
LN105952,2023-03,DOC_GAP
LN107838,2025-01,DATE_INVALID
LN102540,2024-06,BALANCE_MISMATCH
LN105556,2023-10,BALANCE_MISMATCH
LN105589,2024-11,DUPLICATE_RECORD
LN102494,2023-01,DOC_GAP
LN105164,2025-10,DOC_GAP
LN101496,2025-01,STATUS_INCONSISTENT
LN103077,2025-08,STALE_UPDATE
LN108881,2023-12,BALANCE_MISMATCH
LN101034,2022-04,DATE_INVALID
LN101670,2024-09,BALANCE_MISMATCH
LN101681,2023-07,DATE_INVALID
LN100375,2023-04,STATUS_INCONSISTENT
LN103602,2025-08,BALANCE_MISMATCH
LN101225,2024-12,STALE_UPDATE
LN107862,2025-02,STATUS_INCONSISTENT
LN104412,2024-05,DOC_GAP
LN105481,2023-04,DATE_INVALID
LN105187,2023-06,STATUS_INCONSISTENT
LN102391,2025-07,DATE_INVALID
LN101851,2023-10,STALE_UPDATE
LN104398,2022-05,DATE_INVALID
LN108085,2023-05,STATUS_INCONSISTENT
LN106663,2024-07,BALANCE_MISMATCH
LN101616,2025-04,DUPLICATE_RECORD
LN104946,2025-05,DOC_GAP
LN105579,2024-09,STALE_UPDATE
LN105256,2023-03,DOC_GAP
LN105500,2024-11,DATE_INVALID
LN103082,2023-08,BALANCE_MISMATCH
LN108045,2024-01,DATE_INVALID
LN108750,2022-12,STALE_UPDATE
LN108412,2024-01,STALE_UPDATE
LN107137,2025-03,BALANCE_MISMATCH
LN106762,2023-05,DOC_GAP
LN100383,2025-01,DUPLICATE_RECORD
LN101264,2022-10,DOC_GAP
LN106844,2025-02,BALANCE_MISMATCH
LN105106,2025-10,STATUS_INCONSISTENT
LN100474,2025-05,STATUS_INCONSISTENT
LN106963,2025-02,DOC_GAP
LN101494,2023-01,STALE_UPDATE
LN101165,2024-01,DATE_INVALID
LN107727,2023-05,BALANCE_MISMATCH
LN104921,2024-11,DUPLICATE_RECORD
LN105130,2023-06,STATUS_INCONSISTENT
LN103457,2024-03,DATE_INVALID
LN105379,2024-02,DATE_INVALID
LN105082,2023-04,BALANCE_MISMATCH
LN106575,2024-10,STALE_UPDATE
LN102561,2025-09,DUPLICATE_RECORD
LN103093,2024-05,DATE_INVALID
LN108993,2023-06,BALANCE_MISMATCH
LN103759,2024-09,DATE_INVALID
LN104158,2022-08,STALE_UPDATE
LN106524,2022-08,BALANCE_MISMATCH
LN107517,2024-09,STATUS_INCONSISTENT
LN104537,2024-04,BALANCE_MISMATCH
LN101624,2023-07,DUPLICATE_RECORD
LN103990,2024-04,BALANCE_MISMATCH
LN102635,2022-10,DATE_INVALID
LN101999,2022-10,STATUS_INCONSISTENT
LN100186,2022-05,BALANCE_MISMATCH
LN104300,2025-04,DOC_GAP
LN101163,2024-03,DATE_INVALID
LN102242,2024-03,STATUS_INCONSISTENT
LN108759,2024-06,STALE_UPDATE
LN102990,2025-03,BALANCE_MISMATCH
LN107499,2023-10,STATUS_INCONSISTENT
LN103213,2025-01,STALE_UPDATE
LN104603,2025-11,DOC_GAP
LN103449,2023-05,BALANCE_MISMATCH
LN103851,2025-02,STATUS_INCONSISTENT
LN103363,2025-07,BALANCE_MISMATCH
LN101882,2023-12,BALANCE_MISMATCH
LN102544,2024-05,STALE_UPDATE
LN106067,2025-10,DATE_INVALID
LN104790,2024-04,DOC_GAP
LN102774,2024-05,DATE_INVALID
LN103424,2024-02,STALE_UPDATE
LN107215,2023-02,DATE_INVALID
LN106761,2025-05,STATUS_INCONSISTENT
LN103849,2023-04,STALE_UPDATE
LN103234,2025-09,DOC_GAP
LN106367,2025-06,DUPLICATE_RECORD
LN107993,2021-11,DATE_INVALID
LN108287,2025-08,DATE_INVALID
LN100087,2023-07,STATUS_INCONSISTENT
LN103044,2025-08,DOC_GAP
LN102070,2023-01,DATE_INVALID
LN100577,2024-10,BALANCE_MISMATCH
LN104312,2024-07,STATUS_INCONSISTENT
LN107954,2024-07,STATUS_INCONSISTENT
LN101794,2025-06,DUPLICATE_RECORD
LN107672,2025-05,DOC_GAP
LN101977,2023-04,BALANCE_MISMATCH
LN107760,2023-10,STATUS_INCONSISTENT
LN105291,2024-11,DATE_INVALID
LN104288,2024-06,STATUS_INCONSISTENT
LN100391,2025-04,STALE_UPDATE
LN102707,2023-04,DUPLICATE_RECORD
LN104654,2025-06,BALANCE_MISMATCH
LN101689,2025-01,STATUS_INCONSISTENT
LN105718,2024-12,DATE_INVALID
LN102885,2023-03,BALANCE_MISMATCH
LN103161,2025-03,BALANCE_MISMATCH
LN106843,2025-01,DATE_INVALID
LN104781,2024-05,STATUS_INCONSISTENT
LN105563,2022-02,STATUS_INCONSISTENT
LN102032,2025-02,BALANCE_MISMATCH
LN102300,2025-01,BALANCE_MISMATCH
LN105553,2025-11,DOC_GAP
LN101099,2024-01,DATE_INVALID
LN106861,2024-12,STATUS_INCONSISTENT
LN104626,2022-08,BALANCE_MISMATCH
LN100941,2024-04,STATUS_INCONSISTENT
LN100813,2023-03,DUPLICATE_RECORD
LN108161,2024-10,STATUS_INCONSISTENT
LN102967,2023-07,DATE_INVALID
LN104344,2023-08,DATE_INVALID
LN104061,2024-03,STATUS_INCONSISTENT
LN106555,2024-11,BALANCE_MISMATCH
LN108613,2023-08,BALANCE_MISMATCH
LN105244,2025-06,STATUS_INCONSISTENT
LN102474,2022-05,STATUS_INCONSISTENT
LN104890,2024-11,BALANCE_MISMATCH
LN101901,2025-06,BALANCE_MISMATCH
LN103771,2024-12,BALANCE_MISMATCH
LN100154,2025-05,STATUS_INCONSISTENT
LN101226,2023-06,BALANCE_MISMATCH
LN101354,2022-07,BALANCE_MISMATCH
LN107534,2022-09,BALANCE_MISMATCH
LN108589,2025-07,DOC_GAP
LN108156,2022-11,STATUS_INCONSISTENT
LN100831,2023-07,DOC_GAP
LN104690,2023-04,DOC_GAP
LN106517,2025-09,DATE_INVALID
LN103745,2025-04,BALANCE_MISMATCH
LN104273,2022-10,STATUS_INCONSISTENT
LN103172,2025-10,DATE_INVALID
LN105113,2022-02,DATE_INVALID
LN100704,2024-09,STATUS_INCONSISTENT
LN104338,2025-06,STATUS_INCONSISTENT
LN101968,2024-09,BALANCE_MISMATCH
LN104745,2025-01,BALANCE_MISMATCH
LN104234,2025-01,STATUS_INCONSISTENT
LN108473,2025-01,DUPLICATE_RECORD
LN107912,2025-08,STATUS_INCONSISTENT
LN104864,2025-04,BALANCE_MISMATCH
LN101904,2022-08,DOC_GAP
LN106782,2024-11,STALE_UPDATE
LN108972,2024-09,DOC_GAP
LN107386,2025-12,BALANCE_MISMATCH
LN101517,2024-10,STATUS_INCONSISTENT
LN107245,2023-10,DATE_INVALID
LN104640,2024-08,STALE_UPDATE
LN107511,2022-10,STALE_UPDATE
LN100601,2024-03,STALE_UPDATE
LN107881,2025-03,BALANCE_MISMATCH
LN108250,2024-04,DOC_GAP
LN106105,2023-11,STATUS_INCONSISTENT
LN103664,2024-10,DATE_INVALID
LN102774,2024-12,BALANCE_MISMATCH
LN105526,2025-01,BALANCE_MISMATCH
LN106871,2024-06,DATE_INVALID
LN108633,2025-03,STATUS_INCONSISTENT
LN106455,2025-09,STALE_UPDATE
LN104817,2023-02,BALANCE_MISMATCH
LN104358,2025-04,STATUS_INCONSISTENT
LN108096,2022-09,STALE_UPDATE
LN101713,2025-12,DOC_GAP
LN105052,2025-09,STATUS_INCONSISTENT
LN101962,2024-12,DATE_INVALID
LN107008,2025-03,BALANCE_MISMATCH
LN108432,2024-01,DATE_INVALID
LN102605,2024-08,STATUS_INCONSISTENT
LN107116,2023-08,DOC_GAP
LN107947,2024-06,DUPLICATE_RECORD
LN107475,2024-10,BALANCE_MISMATCH
LN100508,2025-05,DOC_GAP
LN103292,2023-01,BALANCE_MISMATCH
LN100705,2023-09,DOC_GAP
LN103756,2025-12,STATUS_INCONSISTENT
LN101568,2024-12,DUPLICATE_RECORD
LN103103,2025-05,BALANCE_MISMATCH
LN100223,2023-01,STATUS_INCONSISTENT
LN108164,2024-03,DATE_INVALID
LN107726,2023-12,DATE_INVALID
LN101631,2024-09,DUPLICATE_RECORD
LN107784,2024-09,BALANCE_MISMATCH
LN104610,2022-11,STATUS_INCONSISTENT
LN108063,2024-10,BALANCE_MISMATCH
LN108098,2023-05,DUPLICATE_RECORD
LN103273,2025-03,STATUS_INCONSISTENT
LN101999,2024-12,STATUS_INCONSISTENT
LN105086,2025-03,STALE_UPDATE
LN100138,2025-01,STATUS_INCONSISTENT
LN104930,2025-11,DATE_INVALID
LN106485,2024-12,BALANCE_MISMATCH
LN104136,2025-06,STALE_UPDATE
LN101224,2023-10,STALE_UPDATE
LN108939,2022-11,DUPLICATE_RECORD
LN105219,2023-07,STALE_UPDATE
LN102373,2025-03,STATUS_INCONSISTENT
LN103606,2025-03,BALANCE_MISMATCH
LN100142,2023-02,STALE_UPDATE
LN104605,2023-12,STALE_UPDATE
LN100711,2025-01,DATE_INVALID
LN107255,2025-05,STATUS_INCONSISTENT
LN102353,2023-06,DOC_GAP
LN106340,2025-06,STATUS_INCONSISTENT
LN105839,2025-06,STATUS_INCONSISTENT
LN105879,2025-09,DUPLICATE_RECORD
LN107330,2024-11,DOC_GAP
LN106505,2023-01,STALE_UPDATE
LN102156,2024-05,BALANCE_MISMATCH
LN100822,2022-04,BALANCE_MISMATCH
LN107498,2025-01,DATE_INVALID
LN104163,2024-10,DATE_INVALID
LN106804,2025-06,STALE_UPDATE
LN104027,2025-11,DOC_GAP
LN101428,2024-12,DUPLICATE_RECORD
LN106007,2025-03,DOC_GAP
LN106053,2022-06,STALE_UPDATE
LN106133,2024-12,DATE_INVALID
LN104300,2022-11,STATUS_INCONSISTENT
LN100132,2025-12,BALANCE_MISMATCH
LN100472,2025-07,DOC_GAP
LN101904,2023-09,DUPLICATE_RECORD
LN102975,2025-12,STALE_UPDATE
LN106871,2024-04,DUPLICATE_RECORD
LN104787,2022-07,STATUS_INCONSISTENT
LN104998,2025-06,BALANCE_MISMATCH
LN100470,2024-03,BALANCE_MISMATCH
LN108177,2022-04,STALE_UPDATE
LN108556,2025-03,DOC_GAP
LN104408,2022-09,DOC_GAP
LN108055,2024-06,STATUS_INCONSISTENT
LN103490,2025-12,STATUS_INCONSISTENT
LN106632,2023-03,STALE_UPDATE
LN108285,2022-12,STALE_UPDATE
LN102931,2025-05,STALE_UPDATE
LN105254,2023-06,DOC_GAP
LN108060,2024-01,DUPLICATE_RECORD
LN100181,2025-07,STALE_UPDATE
LN102529,2024-01,DUPLICATE_RECORD
LN100017,2023-06,BALANCE_MISMATCH
LN100404,2024-04,STATUS_INCONSISTENT
LN105915,2023-11,STATUS_INCONSISTENT
LN106497,2024-12,BALANCE_MISMATCH
LN100141,2025-09,STALE_UPDATE
LN104357,2024-01,STATUS_INCONSISTENT
LN103154,2025-12,BALANCE_MISMATCH
LN104302,2022-06,STATUS_INCONSISTENT
LN101262,2023-02,STATUS_INCONSISTENT
LN101764,2025-06,STALE_UPDATE
LN100706,2021-09,BALANCE_MISMATCH
LN106925,2024-11,STALE_UPDATE
LN101156,2022-12,STATUS_INCONSISTENT
LN107526,2023-08,STATUS_INCONSISTENT
LN104802,2024-09,DOC_GAP
LN102405,2025-09,BALANCE_MISMATCH
LN102793,2023-07,STALE_UPDATE
LN103987,2024-03,DATE_INVALID
LN108023,2023-06,DOC_GAP
LN102590,2024-11,STATUS_INCONSISTENT
LN107488,2025-05,DOC_GAP
LN104872,2023-03,DATE_INVALID
LN107041,2024-05,STATUS_INCONSISTENT
LN104204,2025-11,STATUS_INCONSISTENT
LN101973,2022-12,DATE_INVALID
LN103890,2023-07,BALANCE_MISMATCH
LN107470,2025-03,DATE_INVALID
LN100885,2024-01,STATUS_INCONSISTENT
LN107527,2024-10,DOC_GAP
LN103744,2024-01,BALANCE_MISMATCH
LN106068,2024-08,STATUS_INCONSISTENT
LN108505,2022-09,DATE_INVALID
LN108498,2025-01,BALANCE_MISMATCH
LN104744,2025-10,DOC_GAP
LN108130,2023-10,DUPLICATE_RECORD
LN107001,2023-02,STALE_UPDATE
LN100430,2025-03,DUPLICATE_RECORD
LN108859,2022-07,STATUS_INCONSISTENT
LN105270,2024-01,DOC_GAP
LN107246,2024-05,STALE_UPDATE
LN106293,2025-08,BALANCE_MISMATCH
LN108377,2024-01,STATUS_INCONSISTENT
LN105833,2025-01,DATE_INVALID
LN100174,2025-11,DATE_INVALID
LN100139,2023-07,DOC_GAP
LN100123,2024-10,DUPLICATE_RECORD
LN108546,2025-10,DOC_GAP
LN103136,2023-12,STALE_UPDATE
LN106192,2023-01,DATE_INVALID
LN104086,2023-08,STALE_UPDATE
LN103879,2024-10,STATUS_INCONSISTENT
LN105600,2025-05,STATUS_INCONSISTENT
LN106844,2024-07,STALE_UPDATE
LN100309,2024-01,BALANCE_MISMATCH
LN108675,2023-02,STALE_UPDATE
LN105337,2024-12,STALE_UPDATE
LN100671,2025-04,STALE_UPDATE
LN106163,2022-02,STALE_UPDATE
LN102678,2025-06,STATUS_INCONSISTENT
LN107904,2024-06,STALE_UPDATE
LN100538,2025-11,DATE_INVALID
LN104649,2023-08,DATE_INVALID
LN104359,2025-04,DATE_INVALID
LN101184,2025-04,BALANCE_MISMATCH
LN103959,2025-04,DATE_INVALID
LN102427,2023-07,STALE_UPDATE
LN104592,2023-06,STALE_UPDATE
LN100299,2023-09,STALE_UPDATE
LN106374,2025-08,STALE_UPDATE
LN107166,2024-06,DUPLICATE_RECORD
LN100343,2025-12,STATUS_INCONSISTENT
LN105191,2025-05,DATE_INVALID
LN108180,2025-05,DATE_INVALID
LN101570,2024-04,STATUS_INCONSISTENT
LN102376,2024-09,STALE_UPDATE
LN108020,2022-10,STATUS_INCONSISTENT
LN101904,2023-02,BALANCE_MISMATCH
LN106027,2024-12,STATUS_INCONSISTENT
LN105737,2025-02,BALANCE_MISMATCH
LN104870,2025-09,STATUS_INCONSISTENT
LN108495,2021-11,DATE_INVALID
LN101085,2025-11,STALE_UPDATE
LN101408,2025-01,BALANCE_MISMATCH
LN104059,2025-12,STALE_UPDATE
LN102586,2024-12,STATUS_INCONSISTENT
LN103008,2024-05,STALE_UPDATE
LN104860,2023-06,BALANCE_MISMATCH
LN103318,2025-10,DUPLICATE_RECORD
LN107251,2023-06,DUPLICATE_RECORD
LN104300,2022-10,DOC_GAP
LN105313,2024-02,BALANCE_MISMATCH
LN105767,2023-01,DOC_GAP
LN103405,2024-10,STALE_UPDATE
LN100456,2025-01,DATE_INVALID
LN107477,2024-07,STALE_UPDATE
LN103240,2024-07,DATE_INVALID
