loan_id,update_month,is_true_conflict
LN100737,2023-08,0
LN104505,2023-10,0
LN101444,2023-04,1
LN103900,2024-07,0
LN105162,2024-08,0
LN107023,2024-04,1
LN107295,2024-06,0
LN106616,2025-10,0
LN105766,2025-07,0
LN106907,2025-11,0
LN106376,2022-01,0
LN108874,2023-10,0
LN100651,2024-01,0
LN108946,2024-09,1
LN105067,2022-08,0
LN100410,2025-04,0
LN101568,2024-10,1
LN104047,2025-08,0
LN104817,2023-06,0
LN101552,2023-07,0
LN101580,2024-07,1
LN102472,2023-03,0
LN106203,2025-05,0
LN101952,2022-06,0
LN105884,2022-01,0
LN103524,2023-02,0
LN103061,2023-05,0
LN101207,2024-09,0
LN105728,2024-04,0
LN108304,2022-08,1
LN103188,2022-03,1
LN102498,2024-10,0
LN103624,2025-08,0
LN101912,2025-05,0
LN106080,2025-04,1
LN106509,2022-02,0
LN106312,2025-07,0
LN102668,2022-01,0
LN102140,2025-02,0
LN100916,2024-08,1
LN101259,2024-11,0
LN103817,2024-10,0
LN103772,2023-05,1
LN102925,2023-06,0
LN104298,2023-10,1
LN104837,2025-12,0
LN105860,2024-03,1
LN101811,2024-07,1
LN102956,2023-02,0
LN105259,2024-10,0
LN105944,2022-05,0
LN108003,2022-10,1
LN107735,2022-10,0
LN102041,2025-10,0
LN103162,2024-12,1
LN102555,2024-06,1
LN101703,2022-10,0
LN103498,2023-10,0
LN102592,2024-11,1
LN101652,2023-07,0
LN108674,2025-10,0
LN106740,2021-09,1
LN102521,2024-11,1
LN104082,2025-05,0
LN107674,2025-01,1
LN108776,2025-11,1
LN103286,2022-05,0
LN108024,2022-09,1
LN107200,2023-12,1
LN105194,2022-12,0
LN108432,2025-01,0
LN104679,2022-03,0
LN103675,2025-09,1
LN103388,2023-01,0
LN105648,2025-11,0
LN101476,2025-12,1
LN106058,2024-05,0
LN106753,2022-03,0
LN102084,2022-05,0
LN106793,2022-11,0
LN102072,2023-11,0
LN104585,2023-10,0
LN104383,2023-10,0
LN105181,2025-05,0
LN106415,2025-06,1
LN106268,2025-05,0
LN106545,2025-05,0
LN106575,2023-06,0
LN107219,2023-09,1
LN106196,2025-11,0
LN104397,2022-11,0
LN105474,2023-11,0
LN103510,2025-04,1
LN104140,2025-08,0
LN101814,2025-02,0
LN106100,2023-07,0
LN108172,2023-10,0
LN101032,2024-01,1
LN103066,2025-06,0
LN102143,2024-01,0
LN102030,2025-10,1
LN107898,2024-12,0
LN108464,2025-06,0
LN105167,2022-06,0
LN105833,2022-05,1
LN104516,2023-11,0
LN101616,2025-09,1
LN100934,2025-12,0
LN104832,2025-04,0
LN104941,2023-07,0
LN102592,2024-02,0
LN105237,2025-06,0
LN103817,2024-11,0
LN103301,2024-07,1
LN103584,2024-06,0
LN103616,2022-11,0
LN100951,2024-05,0
LN103053,2023-02,0
LN100660,2025-04,1
LN104961,2025-05,0
LN106489,2023-08,0
LN100822,2023-06,1
LN103239,2025-12,0
LN106642,2025-08,0
LN102233,2025-09,1
LN106887,2023-02,1
LN101955,2023-11,0
LN108836,2024-03,0
LN104653,2023-11,0
LN104465,2023-01,0
LN100022,2022-08,1
LN105655,2024-11,0
LN101529,2025-12,0
LN107497,2025-11,0
LN103402,2024-06,0
LN103807,2022-08,0
LN103518,2025-10,0
LN100900,2021-10,0
LN100149,2024-01,0
LN106795,2024-12,0
LN108100,2025-09,1
LN102140,2024-05,1
LN101996,2024-12,0
LN108445,2023-01,0
LN105399,2025-02,1
LN102190,2023-10,0
LN108338,2024-10,1
LN106666,2024-04,0
LN106285,2025-10,0
LN102686,2023-01,0
LN108993,2023-11,1
LN104473,2024-04,1
LN104954,2023-11,1
LN102363,2022-12,0
LN108851,2025-03,0
LN101583,2022-12,1
LN103835,2025-09,0
LN105150,2023-10,0
LN104872,2024-06,0
LN106498,2025-07,0
LN106075,2023-12,0
LN105894,2023-06,0
LN107788,2025-11,0
LN106964,2022-09,0
LN106233,2022-05,1
LN104273,2023-07,0
LN100244,2024-12,0
LN104524,2024-09,0
LN104057,2025-02,0
LN104971,2023-05,0
LN101919,2023-07,1
LN105415,2023-02,0
LN104118,2024-02,1
LN104884,2025-04,0
LN101216,2024-04,1
LN106077,2022-05,1
LN103536,2025-03,1
LN102467,2024-12,0
LN100012,2024-02,0
LN107553,2024-04,0
LN106156,2024-07,1
LN103205,2024-01,0
LN105680,2025-05,1
LN105719,2023-04,0
LN107858,2023-09,0
LN108081,2024-03,0
LN102125,2024-03,0
LN104571,2024-10,0
LN102292,2023-08,0
LN108643,2025-08,0
LN105850,2023-04,0
LN106533,2023-10,0
LN107714,2023-02,1
LN100970,2023-12,1
LN103352,2025-06,1
LN103375,2023-10,0
LN105704,2024-05,0
LN103093,2025-08,0
LN101131,2024-10,0
LN100126,2025-06,1
LN104048,2022-09,0
LN100298,2023-05,0
LN104642,2025-02,0
LN108260,2025-07,0
LN104089,2025-04,0
LN106271,2024-10,0
LN101851,2023-01,0
LN104285,2024-07,0
LN108260,2024-08,0
LN101688,2025-04,0
LN101990,2024-10,0
LN101455,2024-10,0
LN106871,2023-10,1
LN107986,2025-10,0
LN107787,2025-08,0
LN103290,2025-10,1
LN107338,2024-12,0
LN106097,2025-01,0
LN104893,2024-12,0
LN108053,2023-12,0
LN106834,2025-05,0
LN106417,2024-02,0
LN102866,2023-06,1
LN105406,2024-02,0
LN103728,2022-09,0
LN108761,2023-06,0
LN105150,2023-01,1
LN101284,2025-08,0
LN105006,2024-07,1
LN105866,2025-09,1
LN106737,2022-06,0
LN105030,2024-09,1
LN101356,2025-11,0
LN106262,2022-07,0
LN106040,2025-03,0
LN101830,2025-11,0
LN105474,2022-08,0
LN105122,2024-08,0
LN103575,2025-07,1
LN105230,2023-11,0
LN107688,2022-12,0
LN103040,2023-01,0
LN100970,2022-08,0
LN100377,2024-12,0
LN106059,2023-11,0
LN103453,2023-09,0
LN104981,2025-06,0
LN104638,2025-10,1
LN101815,2022-09,0
LN108190,2022-04,0
LN108783,2025-03,0
LN100717,2023-08,0
LN104786,2024-02,0
LN100387,2024-05,0
LN100748,2025-11,0
LN106415,2023-05,0
LN103528,2022-03,0
LN105715,2024-06,0
LN100300,2024-04,0
LN105867,2025-05,0
LN106867,2023-11,0
LN101645,2022-07,0
LN100814,2024-04,0
LN107134,2024-03,0
LN101410,2021-11,0
LN107813,2025-03,1
LN107257,2025-07,0
LN107809,2024-01,1
LN107161,2025-01,0
LN102924,2025-07,0
LN106335,2025-03,0
LN102397,2025-06,0
LN102686,2024-08,0
LN108952,2022-12,1
LN101062,2023-05,1
LN108061,2024-09,1
LN105140,2025-11,0
LN105250,2024-01,0
LN103506,2025-12,1
LN103433,2023-08,0
LN108360,2025-06,0
LN106321,2025-09,0
LN108347,2024-09,0
LN100572,2024-04,0
LN101230,2024-10,1
LN100442,2022-05,0
LN108791,2025-11,1
LN104633,2023-02,0
LN107718,2024-08,1
LN101337,2023-04,1
LN108078,2022-03,0
LN107947,2025-09,0
LN106928,2024-01,0
LN100343,2025-06,0
LN107503,2025-02,1
LN104165,2024-05,0
LN103122,2024-10,0
LN103818,2024-06,0
LN107807,2024-12,0
LN104747,2023-04,0
LN105604,2024-02,0
LN101175,2025-06,0
LN102477,2025-04,0
LN105611,2025-09,0
LN106437,2024-11,0
LN108971,2025-07,1
LN108453,2023-08,0
LN103562,2024-07,1
LN101018,2023-10,1
LN102871,2025-05,0
LN106243,2024-05,0
LN102222,2022-02,0
LN106257,2023-12,0
LN100806,2024-02,0
LN103021,2025-06,0
LN105450,2023-07,0
LN106566,2024-02,0
LN104618,2024-08,0
LN102635,2024-08,0
LN103616,2023-12,0
LN107258,2024-07,1
LN107594,2023-05,0
LN106724,2023-12,1
LN105610,2024-12,1
LN107295,2022-12,0
LN106335,2022-02,0
LN105212,2023-10,0
LN101531,2024-06,0
LN104495,2024-08,1
LN108269,2023-09,0
LN108664,2023-07,0
LN107347,2024-07,0
LN104578,2023-07,1
LN100332,2024-02,0
LN106671,2025-09,1
LN105937,2023-09,1
LN107345,2024-02,1
LN102668,2022-07,0
LN103584,2024-05,0
LN107725,2024-01,0
LN108910,2024-11,0
LN102718,2025-12,1
LN107916,2024-05,0
LN108366,2022-11,0
LN101207,2025-12,0
LN105675,2025-05,0
LN101303,2025-09,0
LN107526,2024-01,0
LN100021,2024-05,1
LN102098,2025-01,0
LN102791,2024-10,0
LN105116,2024-02,0
LN106753,2024-01,0
LN104382,2025-12,1
LN102327,2025-04,1
LN104477,2024-11,0
LN105666,2024-10,0
LN105512,2024-12,0
LN108136,2024-11,1
LN106402,2023-10,0
LN101814,2025-05,0
LN102889,2022-03,0
LN105517,2024-11,1
LN107340,2025-06,1
LN107971,2023-02,0
LN107755,2025-04,1
LN107560,2025-01,1
LN108333,2025-10,0
LN106058,2025-03,0
LN108503,2024-10,1
LN102066,2025-03,0
LN102202,2025-08,0
LN108251,2025-07,0
LN101679,2023-12,0
LN100981,2025-01,0
LN104081,2024-06,0
LN106462,2022-11,0
LN106214,2024-01,1
LN107995,2025-11,0
LN108751,2022-10,0
LN104710,2024-12,0
LN100267,2025-02,0
LN102740,2022-06,0
LN106446,2023-03,0
LN100753,2024-12,0
LN105800,2025-10,0
LN108733,2023-05,1
LN106046,2022-04,0
LN105080,2025-06,0
LN106690,2023-03,1
LN101372,2023-09,0
LN102618,2025-04,1
LN101936,2024-07,1
LN104534,2021-12,1
LN103202,2025-09,0
LN108933,2024-02,0
LN106402,2024-09,0
LN106412,2022-09,1
LN100994,2025-02,0
LN103296,2023-08,0
LN103621,2025-10,0
LN101180,2024-05,0
LN108580,2023-11,0
LN101493,2023-05,1
LN104882,2024-02,0
LN106965,2025-01,1
LN106972,2022-10,0
LN108023,2023-12,0
LN108728,2025-06,0
LN107737,2024-06,0
LN102280,2024-06,0
LN105824,2023-06,0
LN102809,2025-09,0
LN102785,2023-03,0
LN106876,2025-02,1
LN107108,2023-05,0
LN100295,2024-02,0
LN106315,2022-12,1
LN102517,2025-04,1
LN106387,2024-06,0
LN106994,2025-09,0
LN105437,2021-10,1
LN100094,2024-09,1
LN107803,2025-04,0
LN100931,2025-10,1
LN103037,2024-04,0
LN104664,2023-05,1
LN104167,2023-12,1
LN101663,2023-12,0
LN106883,2023-11,0
LN106384,2024-10,0
LN101682,2021-12,1
LN104018,2022-02,1
LN107035,2023-02,1
LN102265,2023-05,1
LN104184,2021-12,0
LN107070,2024-03,0
LN108221,2023-02,0
LN108453,2024-05,0
LN100955,2024-08,0
LN104514,2025-03,1
LN105796,2025-09,0
LN107393,2023-04,1
LN104531,2022-01,1
LN108846,2022-08,0
LN101404,2025-02,0
LN105760,2024-02,0
LN102043,2025-12,0
LN102746,2025-07,0
LN101037,2021-07,1
LN100844,2024-09,0
LN106977,2024-05,1
LN101924,2023-05,0
LN107545,2024-05,0
LN100430,2023-07,0
LN101038,2024-04,0
LN100602,2024-06,0
LN104376,2025-07,0
LN104690,2021-12,0
LN103339,2025-07,0
LN100051,2023-08,0
LN103211,2025-06,1
LN108008,2024-08,0
LN107472,2025-05,0
LN104170,2022-11,0
LN106933,2023-09,1
LN106789,2025-11,1
LN100093,2025-07,0
LN104718,2024-01,1
LN101621,2024-11,1
LN107148,2022-06,0
LN104641,2022-08,1
LN105379,2025-04,0
LN104921,2024-07,1
LN106997,2025-09,0
LN106876,2024-08,0
LN108730,2025-07,1
LN106599,2023-08,1
LN107995,2025-10,1
LN100131,2025-01,0
LN103993,2023-07,1
LN107922,2023-09,0
LN107602,2023-04,0
LN104926,2023-04,1
LN103591,2022-07,0
LN107558,2024-11,0
LN106340,2024-02,0
LN101166,2022-07,0
LN101040,2025-02,0
LN102187,2023-12,1
LN103617,2024-10,0
LN104209,2024-09,0
LN105274,2024-02,0
LN108166,2024-04,0
LN105173,2024-10,1
LN108035,2023-05,0
LN106360,2025-04,0
LN106833,2024-08,0
LN105588,2025-12,0
LN103078,2023-07,0
LN103821,2021-11,0
LN108505,2025-06,1
LN105800,2024-06,1
LN106681,2023-01,0
LN100169,2022-05,0
LN102780,2023-04,0
LN101865,2024-08,0
LN107260,2023-03,1
LN101084,2025-06,0
LN107801,2022-03,0
LN100205,2025-11,0
LN107803,2024-06,0
LN100278,2023-06,1
LN100350,2024-09,0
LN104737,2024-07,0
LN101526,2024-04,0
LN100280,2022-07,1
LN104559,2024-01,0
LN108605,2025-01,0
LN102510,2024-08,0
LN108375,2023-05,0
LN106546,2025-05,0
LN104122,2025-05,0
LN103528,2022-04,0
LN105798,2024-11,0
LN103451,2023-01,0
LN108675,2023-08,0
LN108055,2025-02,1
LN107639,2025-01,0
LN105289,2023-07,0
LN105364,2025-02,0
LN107548,2025-04,0
LN108558,2025-12,0
LN103369,2025-05,1
LN105702,2025-05,0
LN107897,2025-06,0
LN102230,2025-11,0
LN100647,2024-10,0
LN101584,2025-05,0
LN105846,2024-01,0
LN104764,2025-04,0
LN102925,2022-08,0
LN106132,2025-12,0
LN108989,2025-06,0
LN101380,2025-12,0
LN106153,2023-07,0
LN105822,2025-06,1
LN100944,2021-12,0
LN103050,2024-09,1
LN102681,2023-04,0
LN101629,2023-11,1
LN103967,2022-09,0
LN102582,2024-01,0
LN100221,2024-07,0
LN106034,2023-09,0
LN107606,2025-11,0
LN108965,2024-05,1
LN100634,2022-11,0
LN106016,2025-02,0
LN108539,2024-05,0
LN100198,2023-11,0
LN105165,2025-11,0
LN106343,2024-02,0
LN100565,2023-04,0
LN107238,2022-10,0
LN104578,2023-06,1
LN104293,2024-11,0
LN108440,2023-05,0
LN106213,2023-06,0
LN102406,2025-02,0
LN103325,2024-06,0
LN106112,2025-09,0
LN102975,2025-06,1
LN102465,2022-11,0
LN105967,2025-07,0
LN100856,2023-02,0
LN104395,2023-05,0
LN108778,2022-09,0
LN101014,2024-03,0
LN108558,2023-08,0
LN105823,2024-06,0
LN103292,2023-07,0
LN104381,2023-09,0
LN103219,2024-04,1
LN103832,2025-03,0
LN107746,2024-08,1
LN105130,2025-06,0
LN108053,2025-11,1
LN104817,2022-09,1
LN105016,2022-03,0
LN102950,2024-04,1
LN105372,2024-06,1
LN107174,2023-10,1
LN103022,2023-11,0
LN101532,2024-11,0
LN108157,2023-06,0
LN105126,2022-12,1
LN101385,2024-12,0
LN104314,2025-09,0
LN105603,2025-10,0
LN103940,2024-04,0
LN104775,2021-12,1
LN103316,2024-06,1
LN108914,2024-06,1
LN101035,2024-07,1
LN100613,2024-12,1
LN108748,2024-11,0
LN108720,2024-02,0
LN104167,2023-04,0
LN100662,2022-06,0
LN101824,2024-08,0
LN102384,2023-09,0
LN106753,2022-04,1
LN102223,2023-07,1
LN104649,2024-05,1
LN105449,2024-08,1
LN108887,2025-02,0
LN100597,2024-03,0
LN104464,2024-07,0
LN105636,2024-03,1
LN107035,2024-03,0
LN105666,2025-02,0
LN106196,2024-10,0
LN103158,2025-11,0
LN101878,2024-11,0
LN103352,2023-12,1
LN108740,2021-11,0
LN108529,2023-11,0
LN104344,2025-02,1
LN103270,2024-01,0
LN102801,2023-11,0
LN103796,2024-10,1
LN106805,2024-01,1
LN102473,2023-08,0
LN103058,2023-04,0
LN106346,2023-12,0
LN100711,2025-08,0
LN101213,2025-04,0
LN100381,2024-12,0
LN106596,2025-12,0
LN101242,2025-06,1
LN105670,2024-05,0
LN100806,2024-09,0
LN104197,2021-12,1
LN108156,2023-04,0
LN103447,2024-01,1
LN103771,2023-07,0
LN103819,2025-10,1
LN101639,2025-03,0
LN107120,2024-08,1
LN106701,2023-04,0
LN107341,2024-12,0
LN100671,2024-11,0
LN102088,2023-08,0
LN105650,2024-10,1
LN100256,2024-08,0
LN107656,2024-06,0
LN100477,2023-06,1
LN101079,2024-07,0
LN108964,2025-07,1
LN104208,2023-04,1
LN104112,2025-02,0
LN105956,2022-06,1
LN101559,2025-12,0
LN105423,2023-04,0
LN101972,2024-07,1
LN104548,2023-06,0
LN108311,2021-11,0
LN107086,2025-06,0
LN105467,2025-11,0
LN101469,2022-08,0
LN101240,2025-01,0
LN104562,2025-01,1
LN101525,2023-11,0
LN101633,2025-02,0
LN105955,2024-11,1
LN105407,2024-09,0
LN104051,2024-02,1
LN101184,2022-12,1
LN104175,2025-12,1
LN107996,2025-06,1
LN103420,2023-12,1
LN107338,2022-11,0
LN106454,2023-05,0
LN101708,2022-11,0
LN106523,2024-01,1
LN100978,2023-07,0
LN102092,2024-07,0
LN105933,2023-05,1
LN100767,2023-03,0
LN104187,2024-05,1
LN108635,2025-10,0
LN108091,2025-10,0
LN107362,2022-11,0
LN104759,2024-09,1
LN103332,2023-04,0
LN107295,2025-12,0
LN101857,2025-08,0
LN108759,2023-10,1
LN107630,2023-01,1
LN107873,2024-01,1
LN106686,2025-02,0
LN102984,2024-05,0
LN107024,2024-01,0
LN107526,2025-12,0
LN106157,2023-10,0
LN108318,2025-09,0
LN108883,2025-10,1
LN100875,2025-02,0
LN106542,2023-06,1
LN104498,2022-09,0
LN107204,2023-01,1
LN106700,2025-02,0
LN103321,2025-05,0
LN106884,2023-12,0
LN104491,2022-08,0
LN106369,2023-11,0
LN106613,2022-09,0
LN107601,2023-05,0
LN101675,2024-12,0
LN107226,2022-08,0
LN103316,2023-11,1
LN101917,2023-10,1
LN105471,2024-05,1
LN107153,2025-12,1
LN108129,2024-02,0
LN106650,2022-08,0
LN103413,2024-02,1
LN106014,2025-08,1
LN107371,2023-05,0
LN104604,2023-12,1
LN104258,2025-04,1
LN101905,2022-12,1
LN103825,2024-10,0
LN104770,2023-04,0
LN101538,2025-07,1
LN101119,2024-07,0
LN103842,2023-10,1
LN108755,2023-05,1
LN107065,2025-01,1
LN103696,2023-07,0
LN107112,2025-07,0
LN101744,2023-08,1
LN104446,2022-11,0
LN107284,2024-02,1
LN104471,2024-08,0
LN107142,2025-05,1
LN104043,2025-11,1
LN107934,2025-09,0
LN100137,2023-12,0
LN102707,2025-11,0
LN101350,2022-08,0
LN103216,2022-10,1
LN107061,2023-10,0
LN100703,2022-04,0
LN106082,2024-02,1
LN108127,2025-02,0
LN107758,2024-09,0
LN101693,2024-05,0
LN101851,2024-11,0
LN108777,2025-04,0
LN102114,2025-03,1
LN101491,2024-10,0
LN106390,2025-10,0
LN108741,2022-11,0
LN105157,2022-01,1
LN105041,2022-03,0
LN107422,2024-06,1
LN100800,2022-03,0
LN108645,2024-06,0
LN102216,2024-08,1
LN105844,2024-08,0
LN102344,2024-12,0
LN107393,2022-07,0
LN104900,2024-08,0
LN100204,2025-02,0
LN100389,2024-10,1
LN107920,2023-05,1
LN100373,2025-10,0
LN105695,2023-01,1
LN104613,2023-11,1
LN101449,2024-05,0
LN100262,2022-07,1
LN107894,2025-01,0
LN101531,2024-02,1
LN105466,2023-02,0
LN100520,2022-12,0
LN104300,2024-11,1
LN100784,2025-01,0
LN101973,2025-06,0
LN102469,2023-05,0
LN107566,2024-05,1
LN102216,2024-12,0
LN105694,2024-10,1
LN101888,2024-01,1
LN103681,2025-11,0
LN108995,2023-04,0
LN107826,2023-12,0
LN102528,2021-11,0
LN105194,2024-09,1
LN101004,2022-03,1
LN108520,2024-02,0
LN100927,2025-10,0
LN100645,2023-06,0
LN101931,2024-01,1
LN104296,2024-02,0
LN101905,2024-02,0
LN104060,2022-08,1
LN104789,2025-12,0
LN107927,2022-09,0
LN101237,2022-06,1
LN107698,2025-05,1
LN106114,2022-07,1
LN101778,2022-07,0
LN105693,2023-11,1
LN105376,2023-04,0
LN107989,2025-09,0
LN102313,2023-08,0
LN104210,2024-08,0
LN100087,2024-05,1
LN108475,2024-10,1
LN101394,2023-10,0
LN100309,2025-06,0
LN102240,2023-10,0
LN107117,2025-02,0
LN106050,2024-06,0
LN100153,2023-01,0
LN101607,2024-10,0
LN102079,2022-06,0
LN100990,2025-07,0
LN100514,2025-05,0
LN105450,2022-09,0
LN102929,2024-02,0
LN107633,2024-09,0
LN103105,2023-10,1
LN103734,2023-05,1
LN101858,2025-09,1
LN106057,2024-03,0
LN101413,2024-08,0
LN106697,2025-12,1
LN100703,2024-04,0
LN106453,2023-11,0
LN103415,2024-03,1
LN102296,2025-01,0
LN100322,2025-05,0
LN102267,2024-03,1
LN108612,2022-12,0
LN103233,2021-07,0
LN103010,2024-11,1
LN101457,2025-02,0
LN108768,2022-04,0
LN107866,2024-05,0
LN104441,2024-02,0
LN102852,2025-12,0
LN106521,2022-11,0
LN107809,2023-01,0
LN103402,2024-04,1
LN103387,2024-01,1
LN103374,2024-12,0
LN107780,2024-06,0
LN102395,2024-01,1
LN100699,2023-10,1
LN103776,2023-11,1
LN102344,2025-07,0
LN104032,2024-04,1
LN108707,2025-01,0
LN104175,2023-03,0
LN108608,2024-07,0
LN105031,2025-12,0
LN104020,2024-01,1
LN108894,2025-09,1
LN104039,2023-10,0
LN108192,2023-11,1
LN100880,2023-03,1
LN103443,2022-08,0
LN106587,2025-09,1
LN103203,2023-06,0
LN101203,2024-10,0
LN106101,2025-10,0
LN104899,2025-05,0
LN107679,2023-04,0
LN108882,2023-11,1
LN107259,2025-03,0
LN100168,2024-06,1
LN108317,2023-01,0
LN106846,2023-07,0
LN105289,2023-05,0
LN106868,2025-06,0
LN105101,2025-06,0
LN100200,2024-11,0
LN106565,2024-06,0
LN103923,2025-04,0
LN106121,2024-03,0
LN106417,2022-02,0
LN104547,2025-01,0
LN103991,2025-04,0
LN101196,2024-05,0
LN100630,2025-09,0
LN105957,2025-12,0
LN104396,2024-04,1
LN103311,2024-06,0
LN108618,2024-11,0
LN100146,2022-12,0
LN105405,2023-02,0
LN100548,2024-08,1
LN108093,2025-05,0
LN104714,2022-08,1
LN107067,2024-04,1
LN106574,2024-05,0
LN105642,2024-10,1
LN106552,2024-02,1
LN106029,2022-08,0
LN105808,2024-07,0
LN101394,2023-08,1
LN101449,2022-01,0
LN107723,2022-11,0
LN100391,2023-06,0
LN101045,2024-05,0
LN108128,2022-03,1
LN101087,2025-09,0
LN104892,2023-01,1
LN102722,2025-06,0
LN106015,2023-12,0
LN104117,2023-03,0
LN107497,2022-11,0
LN108174,2022-06,0
LN104586,2023-02,0
LN105650,2025-08,0
LN107275,2022-06,1
LN108558,2025-10,0
LN103998,2024-01,0
LN103735,2024-01,0
LN102061,2023-12,0
LN108981,2024-10,0
LN105464,2025-05,0
LN102079,2023-10,0
LN108911,2022-09,0
LN108101,2025-09,0
LN101148,2025-11,1
LN105105,2025-04,0
LN102075,2025-05,0
LN102352,2025-10,0
LN105746,2024-06,0
LN100862,2024-02,0
LN107989,2022-11,0
LN108337,2024-09,0
LN102223,2025-04,1
LN103046,2024-04,0
LN102945,2023-03,0
LN100413,2023-07,0
LN100657,2024-01,0
LN105992,2025-05,0
LN108294,2025-03,0
LN102475,2024-08,0
LN108630,2024-09,0
LN103114,2025-05,0
LN100037,2024-05,0
LN100303,2025-04,0
LN108639,2022-11,0
LN101522,2023-12,0
LN104897,2025-08,0
LN103005,2024-04,0
LN102443,2022-11,0
LN107334,2025-11,1
LN106034,2025-12,1
LN106117,2023-10,0
LN101350,2025-10,0
LN101828,2025-09,0
LN101184,2023-02,1
LN100054,2024-08,0
LN100672,2024-10,0
LN103485,2024-03,1
LN106849,2024-10,0
LN108307,2024-11,1
LN107610,2025-07,1
LN100186,2022-04,0
LN101490,2024-07,0
LN105709,2025-03,1
LN100945,2022-07,0
LN104014,2024-07,0
LN107864,2023-05,0
LN107106,2023-10,1
LN102674,2025-02,1
LN101384,2023-04,0
LN104438,2024-01,0
LN107108,2024-08,1
LN101288,2022-02,0
LN104571,2022-11,0
LN102920,2024-02,0
LN107188,2023-04,0
LN107539,2025-04,1
LN106260,2025-07,1
LN105271,2025-02,0
LN104555,2025-12,0
LN100402,2023-11,0
LN105412,2024-05,0
LN104450,2025-04,0
LN105676,2023-11,0
LN108985,2025-06,1
LN106616,2023-09,0
LN102137,2023-04,1
LN100644,2025-11,0
LN102404,2023-12,0
LN105521,2023-11,0
LN103940,2023-11,0
LN106667,2023-06,1
LN103534,2022-05,0
LN101671,2024-11,0
LN105484,2024-03,0
LN107432,2023-10,0
LN101897,2025-06,0
LN107333,2025-09,1
LN107911,2025-08,1
LN104434,2023-10,0
LN106014,2023-06,0
LN102879,2025-03,0
LN102416,2023-09,0
LN108676,2024-12,1
LN100601,2024-03,0
LN102935,2022-05,1
LN100580,2021-11,0
LN104943,2024-12,0
LN108467,2024-06,1
LN108987,2023-11,0
LN101129,2024-08,1
LN106925,2024-03,1
LN101668,2024-09,1
LN104300,2023-05,0
LN103392,2024-11,0
LN106850,2022-12,0
LN100790,2022-07,0
LN100145,2025-07,1
LN108685,2025-06,1
LN107914,2024-07,1
LN102582,2022-09,0
LN102802,2025-04,0
LN100235,2025-04,0
LN106189,2025-07,1
LN103652,2023-03,0
LN108091,2025-06,0
LN102348,2024-07,1
LN104413,2025-08,1
LN105645,2022-02,1
LN106088,2024-05,1
LN106773,2024-12,0
LN105105,2024-09,1
LN104350,2023-08,1
LN107623,2023-02,1
LN107948,2024-09,0
LN103670,2023-10,0
LN105975,2024-10,0
LN101278,2022-12,0
LN101552,2023-12,0
LN107775,2025-03,0
LN101536,2024-05,1
LN104661,2023-09,1
LN103839,2024-11,1
LN104055,2024-04,0
LN102518,2022-04,1
LN108901,2025-08,1
LN100312,2021-12,0
LN101449,2024-04,1
LN102123,2024-04,0
LN103470,2024-01,0
LN108673,2022-12,0
LN104641,2023-06,0
LN105330,2025-05,0
LN106518,2025-12,0
LN106669,2025-08,0
LN106087,2024-11,0
LN107392,2023-04,1
LN103241,2023-02,0
LN105960,2023-11,0
LN102640,2024-01,0
LN101153,2025-05,0
LN107517,2025-01,0
LN108958,2023-05,1
LN105314,2025-08,0
LN106046,2025-10,0
LN103653,2023-08,0
LN104754,2025-12,0
LN108944,2023-10,0
LN106160,2023-06,0
LN107471,2025-10,0
LN100019,2024-04,1
LN105675,2024-04,0
LN102885,2024-03,0
LN103550,2024-09,0
LN108367,2024-03,0
LN100801,2025-12,0
LN108386,2025-03,0
LN105933,2023-02,0
LN104239,2023-02,1
LN104891,2024-02,0
LN107855,2024-06,0
LN105903,2024-10,0
LN105017,2023-07,0
LN102673,2022-10,1
LN100643,2023-08,1
LN107592,2025-04,0
LN104325,2023-05,0
LN105756,2023-09,0
LN103724,2022-05,1
LN105821,2025-07,0
LN103054,2025-11,0
LN101828,2024-10,1
LN107155,2025-10,0
LN105564,2024-09,0
LN108254,2025-05,0
LN103796,2025-05,0
LN104535,2023-10,0
LN106801,2022-12,0
LN107344,2025-06,0
LN103178,2025-08,0
LN105136,2025-08,1
LN103944,2024-12,0
LN108193,2025-07,0
LN108580,2022-08,0
LN101137,2023-12,0
LN107529,2022-03,0
LN104993,2025-04,0
LN106557,2023-06,0
LN108102,2024-11,0
LN106917,2024-03,0
LN106268,2024-06,1
LN105680,2025-09,0
LN108276,2025-01,1
LN108189,2024-08,1
LN104994,2023-09,0
LN104448,2023-07,1
LN101078,2024-09,1
LN108896,2023-07,1
LN103530,2025-11,0
LN105776,2025-01,1
LN100283,2024-06,0
LN101819,2025-09,0
LN102908,2022-05,1
LN100874,2025-09,0
LN108421,2025-06,0
LN101344,2023-11,1
LN103497,2025-06,1
LN101446,2025-06,0
LN108162,2025-07,1
LN102139,2025-11,0
LN100932,2023-09,0
LN106597,2023-04,0
LN101936,2022-12,0
LN105462,2024-05,0
LN107845,2024-08,1
LN108589,2025-06,0
LN101602,2024-12,1
LN108613,2024-05,0
LN101975,2024-07,0
LN100595,2024-08,0
LN101475,2023-02,1
LN106468,2025-10,1
LN106656,2025-01,0
LN103199,2024-03,0
LN106928,2025-02,0
LN102873,2023-12,0
LN104414,2023-10,0
LN103811,2023-07,0
LN104191,2025-01,0
LN102884,2025-09,0
LN105979,2024-07,1
